,OTUID,Site,Depth,presence
1,12410d7307e6e4dbdae768c5c47b748d,SF,15,0.84
2,600c14bbab2e89a35844eeeb19248a9d,TP,15,1
3,72ca0a899d71f7d9023e44474c260434,TP,15,0.935483871
4,2a52836cd32669f2fbe6c09e786a7f74,TP,15,0.903225806
5,43258d80332e0847f851dbe76c29c940,TP,15,0.838709677
6,9038eaddace005315f06a11e8208395a,TP,15,0.838709677
7,d0667017b9b23c61160f472f77d9b814,TP,15,0.838709677
8,72ca0a899d71f7d9023e44474c260434,SJ,15,0.888888889
9,60f64fade87eb41933e5332783af8e22,SJ,15,0.866666667
10,2be07a8d72925262126f2a02c52dddea,SJ,15,0.822222222
11,b593d2d0293b1803c12d12f16f7d31e4,SJ,15,0.8
