OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	taxon	guild
600c14bbab2e89a35844eeeb19248a9d	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
72ca0a899d71f7d9023e44474c260434	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	unidentified	unidentified	Microbotryales_sp	na	na
b7f493d9ea0174a32872a5622d5a31ee	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii	Wilcoxina	Ectomycorrhizal
a65ab1c5c0faea08741b287e8e9b06cb	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia_amoeboidea	Mortierellaceae	Undefined
e9b0b0476a160c0681464c695f00d8af	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_ahsii	Cortinarius	Ectomycorrhizal
d0667017b9b23c61160f472f77d9b814	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
4bb180f4babbc4d7a0435b39b7f196ab	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_portentosum	Tricholoma	na
449650c62a5a2e07020b60f3828b4a96	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
60f64fade87eb41933e5332783af8e22	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	unidentified	unidentified	Microbotryales_sp	na	na
094022a385ea523dc21a7a74f3a22bb8	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_integriformis	Russula	Ectomycorrhizal
0344b85e0ef02775090f148b0affb546	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
1842b93d7b98f3df8bf1ff404d9b68e6	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
2eedae68ed674d8a632899faafc49c24	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_rufoalba	Inocybe	Ectomycorrhizal
43258d80332e0847f851dbe76c29c940	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
e01a78d07945622027c0e3d7ac4c24b4	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_saponaceum	Tricholoma	na
2c7c9247a6941c48a5a1a1323d22e389	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
cc116080ed11666e003af169a31bf77b	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_aeria	Solicoccozyma	Undefined
678c9372b82708f68e88652ea5a89554	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp	Piloderma	Ectomycorrhizal
daf3380c6379ff9ada580bfa3256c5c2	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	unidentified	unidentified	Saccharomycetales_sp	Saccharomycetales	Undefined
2a52836cd32669f2fbe6c09e786a7f74	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			Mortierellaceae	Undefined
12410d7307e6e4dbdae768c5c47b748d	Fungi							na	na
f14a6b81df723a8a0282c1781476e253	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp	Piloderma	Ectomycorrhizal
6fbdd1c4efe2dff720c37ee8edc0394f	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_saponaceum	Tricholoma	na
d8509c4abcc59265d1b581c4fdbd9716	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
b942939a6a47b69e02cfda4e900df054	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_olivaceum	Piloderma	Ectomycorrhizal
832a7e05860ddab728584d606db71bb4	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	Sistotrema_sp	Sistotrema	na
fe2dd956065512de81f8d17b9f33ef35	Fungi							na	na
38a5a38522b632b83de05fba50dee044	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_leonina	Inocybe	Ectomycorrhizal
c881144d399102fb1eb57dfde0ad6a08	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_vinososordida	Russula	Ectomycorrhizal
d07eb6d74d90c6110d63d65a2927b7a0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_mucosus	Cortinarius	Ectomycorrhizal
0c206d8725aedcd8e48fbcba9d5fc372	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	Sistotrema_sp	Sistotrema	na
a575f08075e1bccbaa094f85a7dda157	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_equestre	Tricholoma	na
e4365801cf6b3826cb07334e580e8d0d	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma		Piloderma	Ectomycorrhizal
5d455c95250f954f1334132f59b1b598	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_lampetiana	Inocybe	Ectomycorrhizal
1b01fc7c768578ff6a81dda42f07a6cd	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella_nigra	Pseudotomentella	Ectomycorrhizal
056955a7ba345f23543765a6848902bd	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	Sistotrema_sp	Sistotrema	na
d1373f08777d7fa6e335639018332736	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	Lyophyllum_shimeji	Lyophyllum	Undefined
d4d6a24cd0d289b396ca360df2ce852b	Fungi							na	na
9038eaddace005315f06a11e8208395a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala		Phialocephala	Undefined
a9be740f9f23635163b12125ef8b6584	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_arvernense	Tricholoma	na
c2df0e763dbf08bab3dadd457b52ffd7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_sp	Inocybe	Ectomycorrhizal
8f7ab17585355cc5230570ab926e6d0c	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus_tristoides	Polyozellus	Ectomycorrhizal
094ae0ced98aea21795c6690986d09ce	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_aurantioflammans	Russula	Ectomycorrhizal
b3c861145b62348cf87d36423f883536	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_lanatum	Piloderma	Ectomycorrhizal
8ee69fea40362a20da724565d1d9be78	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella		Mortierella	Undefined
9610076b58ac82ba4aea65bd7b7103a8	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp	Piloderma	Ectomycorrhizal
7555b6a21cc8b38eaa5f7004efd1bcc5	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus_sciastrus	Polyozellus	Ectomycorrhizal
c196e0b47ce3e7bf04084024fec1b4b8	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_bicolor	Piloderma	Ectomycorrhizal
977243d63a85a6e60149492f86387457	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp	Piloderma	Ectomycorrhizal
5532de25e61c58cbb16884aa250d23d6	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp	Piloderma	Ectomycorrhizal
d27b07c3296662644178e00972cf0baa	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora		Cladophialophora	Undefined
1247c4d675673c8437b64ed612f18485	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_triste	Tricholoma	na
93c760a207291157f3c0ca60452ce678	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_arenicola	Inocybe	Ectomycorrhizal
238629631a8e14223055a4823906f8c2	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus_sciastrus	Polyozellus	Ectomycorrhizal
daa8bd4768beabfda9c86148e4296258	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_rufoalba	Inocybe	Ectomycorrhizal
306ea3bb044a77159872abd84951af9b	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora		Cladophialophora	Undefined
d426850f69366bc5238d1781fa05f05b	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_catalaunica	Inocybe	Ectomycorrhizal
356ec0051bb97afe74ee935cd27a1841	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_chrysodon	Hygrophorus	Ectomycorrhizal
05ea6ae929932e391e3bfb021cdc74cf	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion_sp	Mytilinidion	Undefined
153dc5b27a5a247b4cadb978f13dd01e	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_camarophyllus	Hygrophorus	Ectomycorrhizal
dd20782d3ece0a0e7465579bc722c3a9	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_rufoalba	Inocybe	Ectomycorrhizal
283bb4bd7843bdf04b06a325bb58a879	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina		Clavulina	Ectomycorrhizal
760437f7b18b6dc956769cb08af655c1	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus_tristoides	Polyozellus	Ectomycorrhizal
3ea1859fc775a3797e55a6f01f01c8fa	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma		Piloderma	Ectomycorrhizal
211594eca1eaa7e2516f42094f375c8d	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena		Mycena	Undefined
2be07a8d72925262126f2a02c52dddea	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_radicis	Exophiala	Undefined
a2741f8dd74a75f1ebd4e67c372fea60	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Alloclavaria	Alloclavaria_purpurea	Alloclavaria	Undefined
b5baacc52a619681e06c69e69c65ad36	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Hydnum	Hydnum_sp	Hydnum	Ectomycorrhizal
2ebbb93cd560a8656f8407712cec186a	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Pseudosperma	Pseudosperma_amabile	Inocybaceae	Ectomycorrhizal
72c8401fff71a78b00b765b8085a3667	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae			Herpotrichiellaceae	Undefined
e63aaafb62a84a32304c58947ebe2188	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_equestre	Tricholoma	na
88266d6149dd6d1a763f73f159443958	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_sambucella	Inocybe	Ectomycorrhizal
e10bec8719dea6fa33ca2c8ab9f029a4	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp	Piloderma	Ectomycorrhizal
3734ab0bc28071608fd033fa78e05c86	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus_sciastrus	Polyozellus	Ectomycorrhizal
1502fe375e631440bc0b63973ad04541	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_subbrunnea	Inocybe	Ectomycorrhizal
a79bd0821c137fc82b3db5f258dee31a	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	Sistotrema_sp	Sistotrema	na
cbf9739f92a64c355273156590803813	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	Thelephora_sp	Thelephora	Ectomycorrhizal
9d21c33c636f71e6e67655192f3332fd	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster	Hymenogaster_parksii	Hymenogaster	Ectomycorrhizal
6c69d5e2df73810d566e7176c5314f33	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	Sistotrema_sp	Sistotrema	na
942bfd203e353e82ba08a2f62c9e9128	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp	Piloderma	Ectomycorrhizal
137930ef6ea1398a0b09e4a70f53671d	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Cantharellula	Cantharellula_sp	Cantharellula	Undefined
f2a3a581cc311bd12fd7e357bad7853b	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Sarcodon	Sarcodon_imbricatus	Sarcodon	Ectomycorrhizal
7eac09f68f4e8758d4765e1f5b4f40a7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Cantharellula	Cantharellula_sp	Cantharellula	Undefined
b593d2d0293b1803c12d12f16f7d31e4	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_helvetica	Phialocephala	Undefined
29fc934393b3355a9d9ebe2c42dadac7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inosperma	Inosperma_acutofulvum	Inocybaceae	Ectomycorrhizal
7ea35f18052e4148184a0e98bf83f349	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula		Russula	Ectomycorrhizal
a836a90c4400aac9ff60815085f32d70	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_adusta	Russula	Ectomycorrhizal
c12a6dc59d062650dcc4ee26b66cee37	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_cremicolor	Russula	Ectomycorrhizal
d1527a9ea3cfa047b7684ed5070d1da1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_clarisordidus	Cortinarius	Ectomycorrhizal
75708fb588c993e9d9e00acd5038314a	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_atroglauca	Russula	Ectomycorrhizal
624bec2a0b59162830713e67ab20df40	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_sp	Inocybe	Ectomycorrhizal
8d33d45c7bcf602aeb19c8af2edaddef	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella		Mortierella	Undefined
3b77b01e73c0fb718df5c82f5f039187	Fungi	Basidiomycota	Microbotryomycetes					na	na
faf16caccb9b3cbe942a3b04d4934b32	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina_rugosa	Clavulina	Ectomycorrhizal
4796785396e1e2fa1537aea38a789247	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conica	Hygrocybe	Undefined
e92a47ed368aa0c18dfaf2df555124ae	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe		Inocybe	Ectomycorrhizal
625a77a74bc8d47c5fb476f6c0956610	Fungi	Basidiomycota	Agaricomycetes					na	na
34b0730606afd6e1e03d4a90b3a01639	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conica	Hygrocybe	Undefined
7006e861aba15db9e8aa6a9b6e936f5f	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion_sp	Mytilinidion	Undefined
5dd7952b2ff1892d888d16c9b2f96f44	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_catalaunica	Inocybe	Ectomycorrhizal
c4492815bf1271fdbcc6c97544ce2c59	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_lanatum	Piloderma	Ectomycorrhizal
d217c4427371dc7b5e0fa43b36c85a3e	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion_sp	Mytilinidion	Undefined
3d886ea324db0ba3abbd9a451d80b0da	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella		Mortierella	Undefined
697f868e0c4c2d4dc8aac7173b2956bf	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion_sp	Mytilinidion	Undefined
60ab8378a345d8b0b2c8e7bea5283483	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inosperma	Inosperma_acutofulvum	Inocybaceae	Ectomycorrhizal
86cc35c1b19b24330dbdfa1dbd832bdc	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe		Inocybe	Ectomycorrhizal
721ae666e988e268d08ac47d96b203dd	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae			Thelephoraceae	Undefined
db46818c30d340337aea4c7394b25788	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_chrysodon	Hygrophorus	Ectomycorrhizal
95410caf089af3b161136a97f0fe06e1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	Hygrocybe_conica	Hygrocybe	Undefined
6cb1bad1dc114990c61b1a4f134df1cc	Fungi	Basidiomycota	Agaricomycetes					na	na
7747357e60264c3524d3befaa96f2ee5	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp	Piloderma	Ectomycorrhizal
f60021b219446fef6d9a3bb2c7af04bd	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
b140646c2659079b9047fafe5ad1ea56	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales				na	na
ac3f74d8a34361185cefc89b76f8a1e4	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_chrysodon	Hygrophorus	Ectomycorrhizal
1b8127a6d253646c2ac6ea4108ce5522	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula		Russula	Ectomycorrhizal
673d36cfa6ac557b3883147bb9fcdc1a	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_silvae-herbaceae	Inocybe	Ectomycorrhizal
3d361c5d1f955ea3a324d524059a775a	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp	Piloderma	Ectomycorrhizal
30106c8d8ba33a03249e0a3a9ed27dc4	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			Mortierellaceae	Undefined
c937c07699eb1149e68ad8fb43c287f0	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Geopora	Geopora_tolucana	Geopora	Ectomycorrhizal
d9be5c07cb4ccf2b6514a97db7ba13d7	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	Thelephoraceae_sp	Thelephoraceae	Undefined
86c545e3081721da9a4dbabf21ad461c	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Pilodermataceae	Piloderma	Piloderma_sp	Piloderma	Ectomycorrhizal
230b90676e6cabed180469500ba25f34	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			Mortierellaceae	Undefined
b652f29176e6320fa735c83113064c14	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
8d6914ce89357e01396faa02e1488a70	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_aurea	Russula	Ectomycorrhizal
71b16d2e0baa55aa5d5defa1cc2af1c8	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
72d3ba5ec9c411f48b419f04f5dd9790	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella_sp	Pseudotomentella	Ectomycorrhizal
297a3173045fa0fce521ac58dcf6f75b	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae			Clavariaceae	Undefined
8729bd9a24201d8e8525a6babfb9b2b0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_silvae-herbaceae	Inocybe	Ectomycorrhizal
53751a6ca87548839b2024bad1461ac5	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_equestre	Tricholoma	na
a7e7dfb3944945dd77ffc9f1b5977213	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii	Wilcoxina	Ectomycorrhizal
42e7f983b6c1ed69c323067932228ec4	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Floccularia	Floccularia_luteovirens	Floccularia	Undefined
6e9b7ddc33e026c36a3f64bdad54ea90	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii	Wilcoxina	Ectomycorrhizal
525a84a59dc0510d97ff52c7139f86e1	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula		Russula	Ectomycorrhizal
30c855f5e93bdd3539325630130a7832	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_turci	Russula	Ectomycorrhizal
1b7e6dbf7c55bb6e9c7f9eaadd8e3f15	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_monticola	Inocybe	Ectomycorrhizal
2cbeeeea6b3ad6b5a760a3aa4114c786	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inosperma	Inosperma_acutofulvum	Inocybaceae	Ectomycorrhizal
5a60b4955b146af932ce108bd80c63d7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_triste	Tricholoma	na
2e162e4e342d2e194386151351ed8a42	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
51e27fc4e3a352ab6f42477c79e1a79c	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_rehmii	Wilcoxina	Ectomycorrhizal
54d96f1d17d454af445451165c788ae8	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
905478934787019f70979d45e93f7853	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella		Mortierella	Undefined
d19bc8e73e2c3aeef77aa0d04105434a	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_purpurascens	Hygrophorus	Ectomycorrhizal
c063c69b991ee399370792531dff9d01	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_pseudoteraturgus	Inocybe	Ectomycorrhizal
504a89d8b914f3e29029e9b86a0cca08	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Meliniomyces	Meliniomyces_sp	Meliniomyces	Undefined
22095a7561e4da713c016cbb5b151adc	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Leucopaxillus	Leucopaxillus_laterarius	Leucopaxillus	Undefined
6b70ca280152bb090020e5a8b381feab	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion_sp	Mytilinidion	Undefined
5ed0c68c8afcc52cd48ee9f014d88942	Fungi							na	na
e02bb985a110fd7a115effa08cfb39a7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_sp	Inocybe	Ectomycorrhizal
ea02a048e6c308167a4dc635e93b7211	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Polyozellus	Polyozellus_tristoides	Polyozellus	Ectomycorrhizal
0b932cc1da67c723f23d2cb570d7a26f	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_pantherinoides	Amanita	Undefined
086cbbb7904e6a5603936eb176803267	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Tephrocybe	Tephrocybe_sp	Tephrocybe	Undefined
e89b061dd217d787eac85deef45cc691	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	Geminibasidium_sp	Geminibasidium	Undefined
4dd0b40f9e8bcc58ebafa66a28252c5d	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_rufoalba	Inocybe	Ectomycorrhizal
4333a694a94b24cff7672a1db3c86fb4	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_rishikesha	Mortierella	Undefined
4f85f7116a2958b3483ed419c13071c3	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Wilcoxina	Wilcoxina_sp	Wilcoxina	Ectomycorrhizal
f12c24edddba11f329d48870fea9198d	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_aurantiocutis	Russula	Ectomycorrhizal
17c37d2c4d21a0f3397abe8c01af3e84	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella		Mortierella	Undefined
6a1bf4838367ddf977ff6923cbd05653	Fungi	Basidiomycota						na	na
c2b88816e03580a4a95bfaafb9e1fa5c	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_rufoalba	Inocybe	Ectomycorrhizal
fb28fdca471db36c3212246c934e4719	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_purpurascens	Hygrophorus	Ectomycorrhizal
