OTU	Kingdom	Phylum	Order	Class	Family	Genus	Species	taxon	guild
8c9150c0983f66dc78d967ca1905551a	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Curvibasidium	Curvibasidium_nothofagi	Curvibasidium	Undefined
47d11afa36708bc6435677a5d034126e	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia	Phenoliferia_glacialis	Phenoliferia	Undefined
10fe710f5181e553b2d6755349d09e50	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
639d563ca631187c2cf4eac1729b4d17	Fungi	Ascomycota	Leotiomycetes					na	na
1ab6ec6b007cf0c680897bf2f6ff6725	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia		Mortierellaceae	Undefined
bbcc83433fce7af23b2061789b5bafaf	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
c93eaf0d46e5922e7f2ea50b0a16d90d	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion_sp	Mytilinidion	Undefined
7202fc8631e9ea39508e10a0e49d3997	Fungi	Basidiomycota	Microbotryomycetes	Kriegeriales	Kriegeriaceae	Phenoliferia		Phenoliferia	Undefined
64fb28f9082d053c6bc106f08b569977	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	unidentified	Herpotrichiellaceae_sp	Herpotrichiellaceae	Undefined
07ecca8801c58d92cdecbaff9dbbf272	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia_pullulans	Tausonia	Undefined
c30121fef2e4609ab1ed69b561789e54	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_terricola	Solicoccozyma	Undefined
5e4dfaeea2d04c35e435f61599d977b9	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
1e89e0d5f482ddc78e22165b67582610	Fungi							na	na
e121571628faedfe7f754c98a0eb29ee	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_crosslandii	Clavaria	Undefined
ea32bb0925ec425dde18c2de2ced1b43	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila		Mortierellaceae	Undefined
4903c8ee0a16982649a315a5637fad94	Fungi							na	na
083f459930ba6ee4e6f3b109a05f0fe6	Fungi	Ascomycota	Leotiomycetes					na	na
410f3829e37d16fad7c8bd2532682661	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	Clitocybe_subditopoda	Clitocybe	na
71bd9451373086d3cbb13f22ca4e10a1	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			Mortierellaceae	Undefined
4b9714316465777ac34f0316c6b6b5d2	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
4ddfad69288fe86cb2f5589763093b81	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Helotium	Helotium_sp	Helotiaceae	na
28f8246daa7211595788260ca18dbe8b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella_lignicola	Mortierellaceae	Undefined
39b6a1c9b932cdef343c3eb136e459d0	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
1b725239fd0095f767e1c44777baaa13	Fungi	Ascomycota	Leotiomycetes					na	na
96bd33e4b3f715c876f80b0cad9b94dc	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
01dcf11ffc3560f5d86e31ce5bc20a9c	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	naganishia	naganishia_cerealis	naganishia	Undefined
a659ecf61ece045577742ea3cc1cca6a	Fungi							na	na
b990a27b29908337907f3a5174c4a0ed	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
5c174b1294354da1d2b48b2ac73cd41e	Fungi	Ascomycota	Leotiomycetes	Leotiales	Mniaeciaceae	Epithamnolia		Epithamnolia	na
6790a78291b35f90e10079aa1309a945	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_peltigerae	Knufia	Undefined
52c7c30701e474e6585ccbaa0e762a1a	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnellula	Lachnellula_fuscosanguinea	Lachnellula	Undefined
7398546b30ec2532b6e4ecac52396b17	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius		Lactarius	Ectomycorrhizal
9a45fe2c630d59d74023d2ba42649bbf	Fungi							na	na
690d5ca838b3ce896fdbeb7919fc2335	Fungi	Ascomycota	Leotiomycetes	Helotiales	Tympanidaceae	unidentified	Tympanidaceae_sp	na	na
fe680888094ba1f30c66075b3835383e	Fungi	Mucoromycota	Endogonomycetes	GS22	unidentified	unidentified	GS22_sp	na	na
bcfcd55e1e1679d5edda221b4bc07b37	Fungi							na	na
7788777adf873250054584eb77536eec	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
9caa800bc5396f90a40ed88a7c2cea4b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia		Mortierellaceae	Undefined
071e2a7d7f5becf9efafeade7f99d270	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_isabellina	Umbelopsis	Undefined
61b37963f094b0693560f96dbfedb636	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius		Cortinarius	Ectomycorrhizal
925457dbfbf1cba44a7f48882c6da9f1	Fungi	Ascomycota	Leotiomycetes					na	na
fad2b692a436eadbbcb43d55db115267	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_agglutinata	Inocybe	Ectomycorrhizal
560a02da3c7748bf9b6309acf0b12bbe	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
e2cbf81d47489bff8e1384ab20e2f74d	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
2384b205dc7fd9d2602877fd5348a279	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Glarea	Glarea_lozoyensis	Glarea	Undefined
03d5c1635dcd95d39613c5be63bf4db7	Fungi							na	na
61b40d312434554a54dcfbadf04f3238	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
19b95baf24a74ba939f19efdf50eed50	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	Helotiales_sp	na	na
6db462869f34033f027a6004ecca6a72	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella		Mortierella	Undefined
40caa3ba02fa119ac8fb25be81a76be6	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Rhodotarzetta	Rhodotarzetta_rosea	Rhodotarzetta	Undefined
957f34e55ec6e27c07bebd530fa4ce25	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	naganishia		naganishia	Undefined
cb4f836a8a605caf2b65ac142ef34129	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
a9c24c3076ad76a468b4ed3579d0ad81	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			Mortierellaceae	Undefined
231b106eff671a44f46b5b14669477ed	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
7830abe95cffdb8035b5be42ef8d80dc	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Pleotrichocladium	Pleotrichocladium_opacum	Pleotrichocladium	Undefined
dede643031af0bab57aa82b5d268ca50	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella_parvispora	Mortierellaceae	Undefined
74e940a2211ce847657e6a5761f8145d	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
69a4fd3959251c3ef18b2d3cb08f02ad	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
dee70e1891ff783438f77b229d95b0b7	Fungi	Ascomycota	Leotiomycetes					na	na
87fe1284195c3ba89a79193ef5686c3b	Fungi	Ascomycota	Leotiomycetes					na	na
af229c07c2775d4f962be8e466560898	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_macrocystis	Mortierella	Undefined
19b64a91787b2d2d7570f40247290eb4	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita_sp	Serendipita	Undefined
1081f189926d9a88c3e4002f97dfee14	Fungi	Ascomycota						na	na
dd0526f86dc0dea2c14f775f3a83d91d	Fungi							na	na
2634bcc757e796aac205ddfe1e61d437	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Meliniomyces	Meliniomyces_sp	Meliniomyces	Undefined
12a67d046c3e21c89fcbeb8f6432d02b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Infundichalara		Infundichalara	Undefined
2225015e303c09ad6e3753c0be59a788	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	Podila_verticillata	Mortierellaceae	Undefined
83beaaf0775a8a0e238229309008ade4	Fungi	Ascomycota	Leotiomycetes					na	na
6c56184cf752899102f9e0ff3412138f	Fungi							na	na
a70a1236af5c5ff6091e5a2f6d2779d6	Fungi	Ascomycota	Leotiomycetes					na	na
3e5de4c00fb80c78d9e590b9e1b5b851	Fungi	Ascomycota						na	na
9cee22b35b782e40b27499be1b309fa4	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron		Oidiodendron	Undefined
9e04d503475382759d6663a57a95d7fe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius		Cortinarius	Ectomycorrhizal
44d29248990181e7ce672562ed1aadc8	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_turficola	Mortierella	Undefined
84670c143a877e235e303f7e2904045a	Fungi							na	na
e3589520c9e923d39da30adfe1beaa27	Fungi							na	na
d0cb36a53a8c4463fc2d11bcf41f5dc6	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
f19da7bdb8256ce385f9bf98e484e5ff	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Infundichalara	Infundichalara_microchona	Infundichalara	Undefined
e698cd0b07437c6a00ba1067207c4897	Fungi							na	na
75df08fc2991a244dd29c0ad5d3d2d56	Fungi	Ascomycota	Leotiomycetes	Leotiales	Mniaeciaceae	Epithamnolia	Epithamnolia_sp	Epithamnolia	na
b51fd298f13d0a98b31342ec2b766720	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria_mors-panacis	Ilyonectria	Plant Pathogen
6c8eda3728b1f3e34fa9a3bac71e3a8c	Fungi	Ascomycota	Leotiomycetes	Thelebolales				na	na
abb7f640c18ea37fb33c4731fc29586f	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	Helotiales_sp	na	na
7c8d40f7b056550940abf24284b3d86f	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Hydnobolites	Hydnobolites_sp	Hydnobolites	Ectomycorrhizal
5928521eb8f632975ad0b3a245d56207	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
d0a800aaada4ee455c5f9060af68f0ed	Fungi	Ascomycota	Leotiomycetes					na	na
89b9635231ffc7413a6714fd4ec9d7c7	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_breve	Tetracladium	Undefined
6f8366285f3143a22fc845d3a276e19b	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Curvibasidium	Curvibasidium_nothofagi	Curvibasidium	Undefined
32ad8c14d3eb4b4ff280da41117c5bed	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
b0fd91098bf57e6e68f5448e934931fd	Fungi	Ascomycota	Leotiomycetes					na	na
383367721cedc14818e312613a535934	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Goffeauzyma	Goffeauzyma_gastrica	Goffeauzyma	Undefined
a60a1c7b11dd90f0ca82966e7b4141e5	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_aeria	Solicoccozyma	Undefined
b8e8ff38078b6239ea7863820467d402	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Calloriaceae	unidentified	Calloriaceae_sp	na	na
201014e637b589ed68b3c13fadcb3f20	Fungi	Ascomycota						na	na
fc1ba65929c2264afee324297aa86fc5	Fungi	Ascomycota	Dothideomycetes	Mytilinidales	Gloniaceae	Glonium	Glonium_stellatum	Glonium	Undefined
f2be2b644727f40a0545007b2bd776c4	Fungi	Ascomycota	Leotiomycetes					na	na
ec4057882619f1a9513d3a6baab1d89b	Fungi							na	na
19f5edbefa23ca4dc5670a6437e51e45	Fungi	Ascomycota	Leotiomycetes					na	na
4eecd08ffeea3cf38f9e7bb594d0db07	Fungi							na	na
74a91fed1bc2f362f2df94d041ea9dbf	Fungi	Ascomycota	Leotiomycetes					na	na
4086c9a24c1eb823a9fb78323ebdb9c7	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_aeria	Solicoccozyma	Undefined
f460a6b12b0cb1d8c911fa6e0cdaa51b	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
178884411c6814e1672134d97ad9ace3	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula		Russula	Ectomycorrhizal
711871becccf5c1859a226220657b084	Fungi							na	na
fcc0f1926b383d0244b22a34ece3236d	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Mastigobasidium	Mastigobasidium_sp	Mastigobasidium	na
a6d39a7a59eed994440539071eb33c6e	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	Podila_humilis	Mortierellaceae	Undefined
8ce2a90867d3177c95f0c0c05d7efcf0	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			Mortierellaceae	Undefined
5fb90bd7a1150d2fd10377b7bb8b4c7f	Fungi							na	na
764530e9604eac3abc1dfc1b391dfed0	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_terricola	Solicoccozyma	Undefined
dfca47fc752640c018b2f3b610065c46	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis		Stagonosporopsis	Plant Pathogen
111c5366585bbdf5c30196c972007bff	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	Cladosporium_herbarum	Cladosporium	na
569bac1225024c89b4e570a101845b1b	Fungi	Ascomycota	Leotiomycetes					na	na
eef1caac6df6efab16e60966f51fe3bc	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae			Nectriaceae	na
13be4a132b67a0b03ec94f644d3dd39b	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_breve	Tetracladium	Undefined
959f6a7af5788b46c8f6c10b72516d78	Fungi							na	na
48335d0b5d480999ef036e7043086375	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Helotium	Helotium_sp	Helotiaceae	na
a8fae07e3ea8d96e72324bafe6347703	Fungi	Ascomycota	Dothideomycetes					na	na
5021b6dd1ea38da95b793fdc22ba2532	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	Rozellomycota_sp	na	na
6ea712aa691b5dd4e7cd36b9ee655753	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Helotium	Helotium_sp	Helotiaceae	na
adbf7be47d6562f5bce78e9952fdb21a	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_agathosmoides	Hygrophorus	Ectomycorrhizal
ddac6270e62728fe95c4a36e444f202f	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	Zygosaccharomyces_rouxii	Zygosaccharomyces	Undefined
dfa4157257dd0f97dcaab2b60ad47388	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
ec8bb79dadfafd373df3b0299f80f3df	Fungi	Ascomycota	Leotiomycetes					na	na
b9d734aa945ba653609b9d505cc6772d	Fungi							na	na
97c6db0b750c33e63da5c8889b55711a	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	Sagenomella_verticillata	Sagenomella	Undefined
e21221b7fa95715252ad28a07fb1080f	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Collophora	Collophora_sp	Collophora	na
a4bd6a27e24c5efadbe0132ae02c28f6	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
681ea739624b16c30a088d98e8818519	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
6b860c8039066787262cf647c2b321f0	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
65807d37f0be46a29052a1a3fd5bca7b	Fungi							na	na
3bb962cdffc4f91b7379869bb999e392	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis		Stagonosporopsis	Plant Pathogen
5f08158144a9e1a98bf9dd429920288c	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_santamariae	Candida	Undefined
823decba6ce9e192bf64cf2035f8d414	Fungi	Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala_helvetica	Phialocephala	Undefined
844d72f3b731216b7656127ae819703a	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
ee473cf3cc6b7d5118e15542d7ccd312	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	Amphinema	Amphinema_sp	Amphinema	Ectomycorrhizal
cc91a065bcd57a64954b9288897bce56	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Septonema	Septonema_fasciculare	Septonema	na
6231b13a15ca32bce6e9f1059ea9ffc4	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			Mortierellaceae	Undefined
86460e3a248b4d5828f60f40719230b6	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
7ee16ab7a8b32268761bf778e7980e2c	Fungi	Ascomycota	Leotiomycetes					na	na
c881ddc12077d243ccaa2709273b6215	Fungi	Basidiomycota	Agaricomycetes	Atheliales	unidentified	unidentified	Atheliales_sp	na	na
b98ff3c9785869ba9ebb04d5434d478d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hamatocanthoscyphaceae	Xenopolyscytalum	Xenopolyscytalum_pinea	Xenopolyscytalum	Undefined
14fdddfbad3184e0acddeaf2f5de2a93	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pustularia	Pustularia_sp	Pustularia	Ectomycorrhizal
0f6c75ea5fce018b3374a92457ef6803	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_finlandica	Hyaloscypha	Undefined
b5ece2d42b6a20a5371516196a651846	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Helotium	Helotium_sp	Helotiaceae	na
fb807bfa1fbde1dc7521d706bce71baf	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Septonema	Septonema_fasciculare	Septonema	na
fa5bd6408ae2b9f3192e68b52a5bf59f	Fungi	Ascomycota						na	na
167be117c43752078a8014175ce70748	Fungi							na	na
a78e123482b431b2af4aa24a8857ed9e	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	Rozellomycota_sp	na	na
aa789dea44f962125a7bd1b093f9e2fd	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Septonema	Septonema_fasciculare	Septonema	na
b20caef21a1287fd808820e245d8dcad	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	Podila_verticillata	Mortierellaceae	Undefined
8388363960b65b1ab7dd589f929e1d94	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia_pamirica	Tausonia	Undefined
0d1f45b5b391338ba19385cb848f0380	Fungi							na	na
3f7e19e58ed9ca0215617b7feef1a166	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Entomortierella	Entomortierella_parvispora	Mortierellaceae	Undefined
e55e764e685fec1ec8b96f2e8148fd54	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Oidiodendron_tenuissimum	Oidiodendron	Undefined
d53fc21b0e6e4ef6c08cc383a99c1a26	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnellula	Lachnellula_fuscosanguinea	Lachnellula	Undefined
fc2a21f4f63b37f59cca3b3b7ed192ac	Fungi	Ascomycota	Leotiomycetes	Leotiales	Mniaeciaceae	Epithamnolia	Epithamnolia_sp	Epithamnolia	na
46bbbb72ae4a03b5bcd29d93d19ba9cd	Fungi							na	na
ac7588fe6b1c9d08c5333f3b4afdbb70	Fungi							na	na
577b52cab9ecee1d9eefd3a165b232a0	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon_subumbrinum	Lycoperdon	Undefined
c2b343929806bca9c30181b5d95900f0	Fungi	Ascomycota	Leotiomycetes	Thelebolales				na	na
4fdbeb811a4062c41c96627cd479cd98	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	Sistotrema_sp	Sistotrema	na
af0ddfe151c50fbd49c78f620d100960	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia_pamirica	Tausonia	Undefined
2ab298ad9db7fb90818d747d61a8df32	Fungi							na	na
461baab1175fc8cfcba41156dd6c6d9b	Fungi	Ascomycota	Leotiomycetes					na	na
d55760a0ee9d528e87184bda7127c0f6	Fungi	Ascomycota						na	na
d49013f7355e1975e30acc8660c7ec13	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			Mortierellaceae	Undefined
3a90ae2770c4c98f6687fa2c98bef99f	Fungi	Ascomycota	Leotiomycetes					na	na
f2dd1536f4f7edfb0f6d9102432501ee	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_finlandica	Hyaloscypha	Undefined
87a8f45b028bcc5ff84978d155973a6b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae			Mortierellaceae	Undefined
fe918d379a21dfe60793bdff9c5e8e3e	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia_sp	Hyalorbilia	Undefined
8c8862e0364816d77182bf74e560c6ea	Fungi	Ascomycota	Leotiomycetes					na	na
892cacfce8a7ee144cf1e55c553b875b	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia		Mortierellaceae	Undefined
896b70db692321a44c5e04a45f4c4b9f	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron		Oidiodendron	Undefined
4dfe8c762f5544d79c50e9fea7ed493e	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila		Mortierellaceae	Undefined
b567a99a806029e7cc668a76a8fe0a99	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_finlandica	Hyaloscypha	Undefined
c54574c7dad66b19f0f85b1bbc480906	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Pleotrichocladium	Pleotrichocladium_opacum	Pleotrichocladium	Undefined
e6cd2462f9df75e2a4430eb390e16c50	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	Podila_verticillata	Mortierellaceae	Undefined
5f467426990dbef0ae7b00850adac12e	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_terricola	Solicoccozyma	Undefined
ff0d0a339a34db78adb48d966eca072c	Fungi	Ascomycota	Leotiomycetes					na	na
59236f2388d3723a844e05a473edc226	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium		Fusarium	Undefined
fd708f888ac82e726e28bd4caee45341	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Incertomyces	Incertomyces_vagans	Incertomyces	Undefined
bf0e7dd47516a00cc087fea9295a1bd4	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
dfc7ecbd5421ed66ecc637a5748488dc	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	Lachnum_virgineum	Lachnum	Undefined
acf26085fdc8a2dcff89a243f015311b	Fungi	Ascomycota	GS35	GS35	unidentified	unidentified	GS35_sp	na	na
f60b713888dcc9727546af6ced6787ac	Fungi	Ascomycota	Leotiomycetes	Thelebolales				na	na
33a7efaaa37eef82579bc4262643b348	Fungi							na	na
627f2cd78eaf39d4458de13d388195cf	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium		Metarhizium	Undefined
7d7e9cc36b09e6fa59b48d833be08fe9	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
8bcfa978d2de3a170e84c362292359d0	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Helotium	Helotium_sp	Helotiaceae	na
0bddb5c369aa9a94ac09f7a36e3ffd59	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_rishikesha	Mortierella	Undefined
3d9177024849b37955376e3a7d6e36b6	Fungi	Ascomycota	Leotiomycetes	Helotiales				na	na
9fb343bb34ca7fd81d1d51a42eb44874	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma_terricola	Solicoccozyma	Undefined
42a306977e46dbee7f1f6de0230e42be	Fungi							na	na
311538c24221a071a16b54b22a9ac473	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Babjevia	Babjevia_anomala	Saccharomycetales	Undefined
ea4aa44ec5fefb42f67b027ee471cdff	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_finlandica	Hyaloscypha	Undefined
cb4b42a6341272ef8642635b5d3932e3	Fungi							na	na
4d5a67b593dc6135c64e9cde89403e53	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Teratosphaeriaceae	Undefined
030d672796a16e45ca9f1e8e78e8043e	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_caelatus	Clitopilus	Undefined
baf529ff5b8ed37e1c770fe78cf2f23d	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha		Hyaloscypha	Undefined
