OTU	guild	counts
2872c078e2eda67913e2174b38f953d1	Undefined	0
a3da3248a0796279186222cb978e2a72	Undefined	0
00f8b359f719cb9a7ed43bacc33f6ca9	Undefined	0
9eb830e04a0b6fcd60696135528b354e	Undefined	0
47e1c3886c53049db8a77407507cb91b	Ectomycorrhizal	0
79b39e3030ddd77bd43dd5c19b133deb	Undefined	0
745a59e3b5958eba94fb954242753ba8	Undefined	0
5690a0fb66bf4ca446b5495d7fff771a	Undefined	0
a06189380a5175b61adb68f314229299	Plant Pathogen-Plant Saprotroph	0
cfb2ac3bd9832a0c75574514a47bd0c9	Undefined	0
2e320b6b2f34503a4cde0dd9e5104321	Undefined	0
a0c72da73f4c43cd26a28319739955d5	Undefined	0
7de76b271a99c1dfb66be9ed167585f8	Undefined	0
597c3fdfef0baf34e476f485566e16f4	Ectomycorrhizal	0
d4f6fe90f8f74f7696e75b3ae926732f	Undefined	0
c77189b606ca5008ade4244f817d2325	Ectomycorrhizal	0
c397ddeaad414fc4da0bc88970e09170	Ectomycorrhizal	0
153a0d939f12ec7428494fcade15b0d2	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0
1bcc24e6fd0085c0dcc5e7708972960b	Ectomycorrhizal	0
50e0caf6ca57a0510d4e17478452f618	Undefined	0
97fa49b592b33f34aee9161e9be0d2a3	Ectomycorrhizal	0
ef0979c47325d55f5ddba78796e0404c	Undefined	0
939991b8423f92d0ca47c00a3b5e75f6	Undefined	0
9347610fc5c0c4a12c3e6797ae77f52d	Undefined	0
6c13d2dfa70bd4035052ab3dd3ac2055	Undefined	0
afc444dcda02aee6aabf60c509244db7	Undefined	0
579ba2c36255867d85a073930c199024	Ectomycorrhizal	0
e9502e75b8233860bf73a7bf35b84a35	Undefined	0
3081ca40479fd2897a9ecd343ae9c4d7	Undefined	0
2e1cd7905576726773cd2f00250fd69c	Undefined	0
9fb16793dbc016dd825a5b89f7ecf166	Undefined	0
9c4ecacacc637a573176d7fe8f6de177	Undefined	0
691479b751055b32a372edcde976c2ee	Endophyte-Plant Pathogen-Plant Saprotroph	0
435c2ca8cf3abb5f5597ecf3c4d04001	Wood Saprotroph	0
0a6edcc25c605466e0ec7a0a61971ed2	Undefined	0
b9a0cec50bcee3b184c367a587cd8299	Wood Saprotroph	0
88fb78e6ce59111f5e15ea4e820f2023	Ectomycorrhizal	0
4b38e85d42741d91e0ac467ec006458c	Undefined	0
fd7e8bf78435c8a326533e88c59d1628	Undefined	0
6620e34d2454e4ff54414e9ebf8145e4	Undefined	0
fd2f75a376135cedf866da0bcb70482a	Undefined	0
bdb44f25c438c1c6f2a2edba01a9be7f	Lichenized-Wood Saprotroph	0
3f3a2a4b53c758ca13c63d35e8918596	Endophyte-Plant Pathogen-Plant Saprotroph-Wood Saprotroph	0
1f2b8d7ab139e2241b5e976803102cc7	Plant Saprotroph-Wood Saprotroph	0
19375a3ff94a7f4cb7e1facab8a33b5b	Undefined	0
4dfd6a5c430625a34aa9ca98994b8cde	Plant Pathogen	0
da91ec1b2b89168470c3427554d39dc7	Undefined	0
a8aaa51365e6f4bbdcc2a0de1b7c06a5	Undefined	0
578ec8b7f4f8a8a55666f8d5e7dbbc21	Undefined	0
62a3de113f97b348f62d0396b3c9b8ac	Undefined	0
74b367c0b1c8e0277ae3347ad0481957	Ectomycorrhizal	0
64c5a5d007494c40fda2c8152d49ab67	Undefined	0
f9051ddd758e3a7962fec67fbec6a1f1	Ectomycorrhizal	0
0f7dd3e0469e3a71d4a1a72bd8e28a7a	Ectomycorrhizal	0
030804400d4efd32aab0bba432bbb75d	Undefined	0
d839195c5ed6ed03fcf4e85e2ad08931	Ectomycorrhizal	0
bf5ceb58a5c39e3a4030c089ff49bfa6	Ectomycorrhizal	0
bdae64777de76958d6b1a44bc69396c9	Undefined	0
e5e1b6e744deff756bd4b5c2141ccbcc	Ectomycorrhizal	0
ce557f304177226035aabcf5409c2038	Undefined	0
f09b952d9862fdb6b12d235d6d17214b	Undefined	0
b4645d35d8c73362c37c40bb991da235	Undefined	0
8fbb0b1f19bd0e5853e9c715b5ddcbe3	Undefined	0
d21be4b5b1187915a0339b3ce52ee181	Undefined	0
e9b9bad2c360fef6fe4381c6ff8625f4	Undefined	0
9ea6e88cd1407ccec7db3a1268665ae6	Undefined	0
ad64ca567afcfad724425b1ef5db7a88	Undefined	0
e8566e208d491509767cd43b35cb9185	Undefined	0
e4eafa8502bbe78f6d7a93d564d8076a	Undefined	0
6355447a2cf395de8ffab4906b2c6c78	Undefined	0
ed5c99182baac545e34ebf8b56b50d3b	Undefined	0
4a1e4dcd8f9e52d0ad1ac458ef86b360	Undefined	0
d7e5f5d741fe734d68185610f7e37d75	Undefined	0
dfc03efaf5af2fee594af4913532c1fd	Undefined	0
ece2862531ac618c834b4da27930e545	Undefined	0
4c163c32e834929676140754329e1d88	Undefined	0
ee54371074fdc4b6b9d8bb9420576d73	Ectomycorrhizal	0
c5da15778eb4d17939db97a73f645b5b	Undefined	0
c1d74a0a8a088eb82df1d1458d3047be	Undefined	0
13d5cdf6b95c3484043891561c856da1	Undefined	0
097f8deb45306c8aaa0037f40008f2fb	Undefined	0
23e67d4b9a59ff0545e3a4c5f7fc505f	Undefined	0
ef2e29309daf5b4008b295fa87b24d9b	Ectomycorrhizal	0
315774bb4116e59e3bd56fa026b2e272	Plant Saprotroph-Wood Saprotroph	0
fbe5beefa8e2afe5d247887ad6306cee	Undefined	0
a481dae8712582bb37bb6e2ad087ad49	Ectomycorrhizal	0
be0b22793c32fe053aead1ec2433aa2e	Undefined	0
7e7f779950aec055ae868cb67e9010c4	Ectomycorrhizal	0
ef7a57810ae6f28827674ad4651a914e	Undefined	0
375df88cc379b7f2b68bd19946838815	Undefined	0
1b14514b62de30233f5c9c567c285177	Undefined	0
b76cea24c26aa9df8ce0625edc712f59	Undefined	0
0174c70b7ba3d69e84944cffecd5ff30	Undefined	0
e5b914302fdd4f54ec86bdab782732d5	Ectomycorrhizal	0
3549f410275b8a1ac3e271724d9b92ed	Wood Saprotroph	0
a86d9f52d0b5de33453688fc94b40363	Undefined	0
dae66eb85dde59f89063514adf40991f	Undefined	0
101dd038a8c53277b90751a512b86358	Undefined	0
986e3425da47ea1789b24d149e5ba01d	Ectomycorrhizal	0
72a22a3afa1e71cd86353adb79e11b15	Undefined	0
7f5f68719da93cf9c1da9c1831e9925d	Undefined	0
e7398de5b8b024ec0ae93514589f77a4	Undefined	0
a5f5969ecd95109904758dff13855095	Undefined	0
c4d3a7370feb620aba951ca3fe8417b1	Undefined	0
cbe2e7bf1feab6f52cfef144d99722eb	Undefined	0
5a193692e2845a9f29cfb937f54e6043	Ectomycorrhizal	0
4ef5fc5a5a0f4c920521b0c99626da68	Ectomycorrhizal	0
eb25d4e1a8de2f4a376774ab75138e8a	Undefined	0
08d983c2dc977883c415c680258565d0	Undefined	0
cffc589af2441d6b670db94018c1994f	Undefined	0
ed7f44187eac021fa7da95f6277da364	Ectomycorrhizal	0
31eac6c59f868427d170b0060ffe08a7	Plant Pathogen-Wood Saprotroph	0
2ea5c5ee82712e54971126bcfd6fdb57	Undefined	0
b194b4b01353b7181352156ab1a18965	Undefined	0
27800a1a05cb7ce5d4468b02ec9eecb4	Plant Pathogen-Wood Saprotroph	0
4e45bc4c0a301443d206d49912d1f22b	Undefined	0
3f7f0c1d3cc45e5cf3ff0ef78e45b00c	Undefined	0
825f97f45fe83c69e3706fbbbb5e326e	Undefined	0
75d0e4786ce458844627df20bebb9099	Undefined	0
fba751a7afb4939568bd6e6b64a77da5	Undefined	0
6783016c7c0e03ff26be20a14ed9feab	Undefined	0
5d2438e910044c7aa43af3bcf88f87bb	Undefined	0
b1bd8f122a9eb4cbef643c5883421d2e	Undefined	0
d17905cd764160560acd6559074c5458	Ectomycorrhizal	0
c456f31ffba35143f181b60e39c1bf5c	Ectomycorrhizal	0
917d977b5e4c58ed742ae4a8c49ed0ac	Ectomycorrhizal	0
fa276290c2dcb8845df2768dd8d3e0a6	Ectomycorrhizal	0
dba53f475c76f5c0e05445d44d4071f0	Undefined	0
e485170585b1de7cf120b7cb31124bd5	Undefined	0
1e4353d74526ceabf9a185d4e36594e6	Undefined	0
a35b7a8907f8ef3842f390e710be4bed	Undefined	0
62a0db2bdb8ff425988b830e9d5b25c1	Undefined	0
135b9df6136c1f74cfb1a89d5ac8e1ce	Undefined	0
63955163b255190b695c4eabdf7dbac4	Undefined	0
88b7f7e42363b062f0e498223ce92d4b	Ectomycorrhizal	0
ccf1d48b536771fba1784cc94963e78a	Ectomycorrhizal	0
0bdd414390b169ff03b1d75b9970080b	Ectomycorrhizal	0
59ab7b0c9a9544b3c7ab149f6e9f88f9	Undefined	0
7581f60b3607a404051b2e0943827da8	Undefined	0
d6d8b30963c40697a6e9e155d0df256e	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0
f853bbca6b0eac83a6fc5387a1549908	Undefined	0
aeef01c3f54ff45f2edff93426e4f526	Undefined	0
3f3068d9e106ff6ad84e376526cbdedc	Undefined	0
087a2331353261206da9aa433707be3f	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	0
2651d477f5dfb194aaeb61522814b8df	Plant Pathogen	0
3c9b45c3892157dc9209f16af945bcf2	Undefined	0
9460576a9a1895e03b79854b091eb8d1	Undefined	0
d6424673fb54fd8a6847c2045b44db72	Undefined	0
fca86be965c0e819c569d1a853d28524	Undefined	0
506276c4223a3cd7e3cf61c51c2e490d	Ectomycorrhizal	0
880da3c30fafa7ad7b797bd26f524829	Ectomycorrhizal	0
edc901b57f1277c07a0c7e5bc6d068d9	Undefined	0
65af142b68d9c306bb5bd03eeac5b78a	Lichen Parasite	0
f2c5319566b6e74d914fdc5fcc7bcdc7	Undefined	0
09762fc1d69e7596af4b14cf4f95d394	Ectomycorrhizal	0
8a89221a730f7191044975252c0b1cca	Undefined	0
fc4a96272545c817a84137ef5db5f3aa	Undefined	0
60ffbffc7e6ddc6df0e2a8d7804325e5	Undefined	0
7644093804aee0bd031c62c67cc046ac	Undefined	0
ae4b56041ba913d40875265eab84d00e	Undefined	0
7334d7c06ae12f7ddcc3f8f65bfc8ea0	Undefined	0
a14c021c016169324cb33e96b8454c81	Endophyte-Plant Pathogen-Plant Saprotroph-Wood Saprotroph	0
43f12eb70d8578c896fc48e685dda56e	Undefined	0
d0e7672a8cba7a4a356d08caaea9dcc2	Undefined	0
b967cde853b01cdbf6ac34db75749905	Undefined	0
efb84124927b782c8655f22fb8f921c3	Undefined	0
174702a9e0dbb6a1383a69af89b8900d	Ectomycorrhizal	0
c936829e8b5c856bb37e87d923427a34	Ectomycorrhizal	0
d33ff952feb3138a5873acbc85ebee80	Undefined	0
910f0ca502945b8d827c4fade831d976	Ectomycorrhizal	0
d77d63c09021cad51ba19d57f48af2eb	Undefined	0
f4b2719169b87696e3ae73b4d033f52f	Undefined	0
80532518b9fa8e807b09537c81a251c6	Undefined	0
0c65acf331800109826501834769a514	Undefined	0
1a203860dc16ebbd216cdc5b8a086bca	Undefined	0
c2454e87eaeeb347cb861e37c70bfce8	Ectomycorrhizal	0
80e76eff303e967ba2f2575a1f36b9f1	Undefined	0
77ade21971e85fe4da22efa33ce5ec0b	Undefined	0
ad9af5e9169f0915006e46e6a9949d76	Undefined	0
bd61f92c6efa983f152bb6b9b3fa1742	Undefined	0
33f07417ac417b3a9a6b196d175cc1b0	Undefined	0
836bf04b78c07dc8b0a973194f6f4f73	Plant Pathogen-Wood Saprotroph	0
78c923dc5f34f4fc3a0a8f8e83c2177d	Undefined	0
bbd7cd4caf9d1003dd2ff4af50bc92f9	Ectomycorrhizal	0
b5f3426bcd4790609487e53bbd8f7d3a	Plant Saprotroph-Wood Saprotroph	0
8587f4be82c9574d23dab132d426f4c7	Undefined	0
b7ebb1bc9828dbcd62f9894a13acd3b2	Ectomycorrhizal	0
dd9f6e3d657ab89ac0c6330aff018a31	Undefined	0
b38cb53c3b6b78816cb9df2e7439bbb6	Undefined	0
5ad2325befb334c56f5b9f8a7c51ce96	Undefined	0
a3aa141189d5faa92b971025beceebc7	Undefined	0
93754def0ab6dd0c57c307e29e7dc527	Undefined	0
bbbeb01ba4b2cea078cd21d5caf189dc	Undefined	0
5cfaac0a8d8211be0a4630b25b82d1cf	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0
5ed0f30456a92868eb602f9c3aca754c	Undefined	0
766cc5142ee1d8aabb07be29a877a95a	Animal Pathogen-Endophyte-Plant Pathogen-Plant Saprotroph-Wood Saprotroph	0
6de01613fedaf61b82ce2d51c5993f13	Undefined	0
1355e6306fed03015ecc0d917d4b5211	Undefined	0
dcdccae8c28f2deca6d425dc6916f938	Ectomycorrhizal	0
2008fba2d4d0f8b1a67491768d103425	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0
36cf3937a22d7501e2f63218cd74b33d	Undefined	0
5c6c9c0e47784b3a6c42dab6b6b42b25	Algal Parasite-Epiphyte-Lichen Parasite-Lichenized-Plant Pathogen-Plant Saprotroph-Wood Saprotroph	0
b1b2c62f41548513e0ef9f3d74789a13	Undefined	0
1f8fdbe605d94978b56d9d3c6326e35e	Undefined	0
b401e54202d9653ee264d552e20976d7	Undefined	0
b881a110c41e48c82e6d6cdb48cce214	Undefined	0
7e95126f5658074146447ffb71eb275f	Undefined	0
2e65f53cc99ec0d24dd6294c274fb213	Undefined	0
b6b18353ac5ce6f9f9d5b829dda0cf82	Undefined	0
b059362771d3c3b82ff212c39ff97efe	Undefined	0
c052fbd8c5be234d3c479e6ee607f91b	Undefined	0
de2526c74a255140919cd2e197f0ea68	Undefined	0
bf98c4ebbd2bd5c430f1c7f7c0f60262	Undefined	0
0901208f111eb38d125ee00a7c628a72	Undefined	0
792b6910d1f9c849c3e3b84547be03a7	Plant Saprotroph-Wood Saprotroph	0
1cb8497c858d8a7b5545b4320005cdac	Undefined	0
def9b903ce79d3552739b47c665c4fda	Plant Pathogen	0
7f4688aac5407d2bb790ab4dc3e7ab40	Undefined	0
54dd76c0f63bb1a644bbd87ca77250cb	Undefined	0
200e2aee91c7f9546cf52d5fecfe0b03	Undefined	0
235b829abe4aecb41e95727b9e7b7d63	Undefined	0
eb0d70975be2eeb5b9734d0082febb5a	Ectomycorrhizal	0
610ac422b2a1fe510e69a21c5e66f182	Animal Parasite-Fungal Parasite-Plant Pathogen-Plant Saprotroph-Wood Saprotroph	0
ef48ce37f0ba0ef05eb02aebc5b656ef	Undefined	0
be07f60f32a4bfaef95f8157e2cbe246	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0
cf72fbc199161274595895f17194440f	Undefined	0
51645046af784137383395b9ddbfd149	Undefined	0
863c9bd189f5a116a2f2e91c1f4e95d9	Plant Saprotroph	0
d447d964e5428026803e6fe83074a4c9	Plant Pathogen	0
98ab44c7a0a792afff461fa9d55ae515	Undefined	0
a259fd5340f3ca87d67d6e1ea77be20e	Undefined	0
ae38c3720217036daca6a2f783c8ad03	Undefined	0
37babf4ca022536b4dcf154a1e769d53	Undefined	0
94a98d7da66a44dd824bb2d9b5cfd16c	Undefined	0
405e07911146e22edacc1935ddd46867	Undefined	0
11cd6c13a4601723a674c2469baa4484	Undefined	0
59d9c2c16762e5e2bd07f7d95e54a157	Plant Pathogen-Wood Saprotroph	0
d5407c9e1a0a872aa371bb3934ea9e38	Ectomycorrhizal	0
a60331dcc3aa7490726f7bf797c46104	Undefined	0
28e94242164c88fbd8fa94b1a11bf99f	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0
7fd0bc53c19052124c9350609b1132d8	Ectomycorrhizal	0
11fb44deb27afffb56e005f3f53aaea1	Undefined	0
e30ca8d9c4b5b48d783e317213fcbe39	Ectomycorrhizal	0
3d4dc1050b296acce68dc47adaa5fe04	Undefined	0
7dbd88e0e0351149842ef03108308834	Undefined	0
1dfeb5e7a4b1f8ba08523e25e2d2b556	Undefined	0
bdfa952290010e4a2a2b5d768cef6b08	Undefined	0
7873882725351d3e0366161a653a51c7	Undefined	0
5bae7febb7be0bd773947e0094a881cc	Undefined	0
34e2aa44b842c7ea148c771403621254	Undefined	0
62c5da561a240da7826675973f2be5b0	Ectomycorrhizal	0
c7e63f35d8f68cf88b771353288f8b9f	Undefined	0
0967015b4252a0c56a93e68bbb7ab1d3	Undefined	0
c997e4a6f35dbb95396217d72395ff45	Undefined	0
9818e18fd7f4332c981dd8457ad61d5d	Undefined	0
978d80ae958859b2eddae3d328a65514	Undefined	0
7e18475ab0fe672a89139aa60b8d1b65	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0
584d7f8b263e851b671c81a238eaf0e0	Undefined	0
498fa21297526fec80e87dc2411142d2	Undefined	0
f979db529d27f7503e4b4677f28a953d	Undefined	0
6d1852d65f4143f807b997dd85c78d51	Undefined	0
da9c356563ee29d2ee8562bf5bd9a614	Undefined	0
e4cd8cebfcf2594d9436c8e291854887	Undefined	0
c2764ce521886f72f9018e55c12b5d74	Undefined	0
bf813a61241e8324696c0b5cf04605d3	Undefined	0
125b9df49354edf9f09816d8ff4bcbfa	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	0
bb7a4e66ccdce9097b06783bbda64d04	Ectomycorrhizal	0
b0d5ec5d9e42f9b285e3f9a9d5651b0a	Undefined	0
e89a3c30610711fc6159e4c16dcbe383	Undefined	0
c95a1bb2cecd22aa47b4fd26e73c6aff	Ectomycorrhizal	0
35e552414925338f704060032bba249f	Undefined	0
86f2c843952fe1d5bc5ea081428a9b4b	Undefined	0
b0fdd650d90c570c0287e35e67e4eeeb	Undefined	0
820186c4c22fff71f9e6fad56093744e	Undefined	0
96981eb3d0669400d73e0a3de1563690	Undefined	0
a7b31cf93f1a4dfa49ef27c2f530a69c	Undefined	0
540c0453717a3dd6cf15328e7ca8812c	Undefined	0
4969d7f532654edbb6ee70113fb669cf	Undefined	0
488e9edaa718a84d101372317b1ae60e	Undefined	0
741be158719f8dab27522a1a54d0f075	Undefined	0
771b0a538bca755b01424b4d9d927570	Undefined	0
87077a6fc45209a1c6d3ac6922cbf052	Plant Pathogen	0
b7a1e5b3b4b54ce11c3c0630be94c870	Undefined	0
5079fe140f3a331eaced116888e62eb3	Undefined	0
79203f703a6234a93ebdc2015af3f442	Undefined	0
e6d1c5f8ecb4e20ab1058545864dd5e4	Ectomycorrhizal	0
586fbbe7f4eaa907a458a38908ec6418	Undefined	0
077e9ca0b6cab6c6b24dc814dfc4c5f9	Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0
d51bb3031578a0d87459e2a42fe2c647	Undefined	0
2d8a551cfbc87d613279940de65cd5b7	Undefined	0
cc89dbc9c18047d11a57ac4554bf6539	Undefined	0
dd9a547bffa98b66925fa8337437c3f0	Undefined	0
032b3fbf29b6117ce0035c89b9f0f185	Undefined	0
7e4d3af251f043d40a610fd215adedbd	Undefined	0
ad5040ea561d3134fcec223a465d62b0	Plant Pathogen	0
76c0b67ec736328f529566511f30dff2	Undefined	0
8e00fbffc4f6df5dde784527f8a6fc74	Undefined	0
0fd835a2252351972fa4d596bb92fe5e	Ectomycorrhizal	0
07de401c7fd537d431f558122479e0f8	Undefined	0
7abb95f4491b1b3de6c65293102748f0	Undefined	0
54d74e60f4ff035d6b32382c11bcc0f1	Undefined	0
f990562757c84349f4248c9f60dec9b7	Ectomycorrhizal	0
2024a7ffee7b0ed0b6eaafd3292a3ceb	Undefined	0
444ca421796dae1d29c52394686b1610	Undefined	0
c461d5c7a04c11161f2d1b86a3990ce1	Plant Pathogen	0
19bd49278c5e801510665788809549b3	Undefined	0
365447daef0955db8f75d30f70c99d4c	Ectomycorrhizal	0
86a27972955e8f95bf9afc2c3f7da861	Undefined	0
a5ed2ac8e96518b0ae207aed0bd09574	Plant Saprotroph	0
1de9fee10c9068fe46bf60830d94447b	Undefined	0
598f0ba3dff217669eac90c98d6d1d29	Undefined	0
21d168dd88d187830e3d5f8802ff1aae	Lichen Parasite-Wood Saprotroph	0
c36c3be6c7834254f81920ce95c79964	Undefined	0
a498de0e8d21be98e73a6eba0c1de8f5	Undefined	0
4990ea607d5323eac9c631202b604088	Undefined	0
ad2760c46609844d19f552496a0314f4	Undefined	0
c44cefcae3aa5497ed03cc63da9e4300	Undefined	0
c491e0f6714ea164c48cee2f5ac9b093	Ectomycorrhizal	0
96f205e6072b9a18dec4287695d67eca	Wood Saprotroph	0
c49cc035868f3fc9b5a80d08abd769a6	Undefined	0
f5d762fc09dc6d8c7648b83e23cd238d	Ectomycorrhizal	0
4d44d42ad4807f39f6bdcd9ddbe3ade7	Undefined	0
fe41a7c34dbe52f5e62cd246d671f1c6	Undefined	0
704b1b7006792ae523363608cf141259	Undefined	0
176d890b1ffa0ed47e09d633fb5a4328	Undefined	0
8ed5568af4caff08030a611e70559682	Undefined	0
681a3ee20a12d6b2613113216538b353	Undefined	0
15b50f4580418b7cc6fd0e25d6fb43b2	Undefined	0
9256609b6318f6f8b280134f3fd1783c	Undefined	0
7542fcd8e902ef257c8f9378984c9490	Ectomycorrhizal	0
bc3ff9380558fc135b0684e43c7e742d	Undefined	0
6925004480a8b94347607018c42b6319	Undefined	0
40205ac520834b052c8ae0ce2ae9ea0a	Ectomycorrhizal	0
7fe8f14e4770e375e35b66401a22b659	Undefined	0
adb3767729984ad761777358adb98391	Undefined	0
eaf365ff06b9582e3979c37224d6ad65	Undefined	0
a0b2801a6732380b75193874c16bd23b	Ectomycorrhizal	0
6e60ba29a0c96ef237ec623f7ae61b6b	Ectomycorrhizal	0
9018d6495ee6410b89c3eb9a9863492a	Undefined	0
7a50af8126ec6eb431b213a3f73fbc3f	Lichen Parasite	0
d4f0cfa2e6bbb439cc9713f238f614d2	Ectomycorrhizal	0
63ef46476ede6b4936164b9d10835a2e	Undefined	0
95278ac7f63baffed70575d3e3683d5a	Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Plant Saprotroph-Wood Saprotroph	0
f775f9ad155b03b001c39d92523af099	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0
0532a5dc85b7e240732edcb42c18c787	Plant Pathogen	0
d1039dc14077da120012ae26f759a630	Undefined	0
69d7b17bd4906031db17f5d9a8bba69c	Undefined	0
2c2c60318ec647a90b8e63b32f974eb4	Undefined	0
e18eaa51c8c5483cff546519876fdf3b	Plant Pathogen-Plant Saprotroph	0
5a1c2086315ba492eff017aab5a8cfaa	Undefined	0
e934b58cbbdbe3983bb25938af6fac0f	Undefined	0
ef4b9e1b1b44a9b130cfb80fdf965eb8	Undefined	0
e9d369eacad615b9fd8b0a3b67de7f9a	Lichen Parasite	0
bdcb384c730855bc823d71ee8446b537	Undefined	0
93ed862e1b996eb99c82e0a027efbf5a	Ectomycorrhizal	0
680ac48184ca3fccc1cb42b9ec4ec985	Undefined	0
809c660675fe3b45e83a9ca795249788	Undefined	0
b0d5c9c543331a45402d522ff974da89	Undefined	0
a5ef99a7a810764ae69a4439dd881bda	Ectomycorrhizal	0
b84d5e8c6821eeca7fd914a54dfa21e4	Ectomycorrhizal	0
d7e1a4a1772e1d4f0f494e03c615fe72	Ectomycorrhizal	0
c4af898d90b29480f167c2a563f32292	Wood Saprotroph	0
9b07f77e9b55ce0080d64ae30dce39b9	Undefined	0
52db663a05cc2c95dcb87d7dbf9d172d	Undefined	0
d16b0ac6579605c6c5dda9df8374c4d5	Ectomycorrhizal	0
e5b63136ae46404710b4ec6788793622	Ectomycorrhizal	0
7016a7e1d8f4e46f00bd737b46195969	Undefined	0
cc8dd16c69b170b6822e5a1a844cc943	Ectomycorrhizal	0
6c69da4b1c8c132242141aa8fbe0e251	Ectomycorrhizal	0
e7cd2d57b20b117ae66aafeea4ad91c4	Ectomycorrhizal	0
30c136e1eed25a196780a9b159038b5b	Undefined	0
6fd1178f2cbe218dc9a430bc84d6d4c4	Undefined	0
f2245d7c543f3238a31d062677d7fd84	Ectomycorrhizal	0
c90cc11a7609348cf21808bc507bdeac	Undefined	0
c49245cd9f28ff6066c9820c89242022	Undefined	0
c0c0d077aab0ebb62e95d2f58c8a5217	Undefined	0
eb0c3c983467437006dd38318c7d7ec2	Undefined	0
c2e02cf933f5249f0d8f56e5ca9b696c	Wood Saprotroph	0
8f79c3b73b585a7f4ad430b575f26392	Undefined	0
d463163f3142b0b8bbe327683860f0a0	Wood Saprotroph	0
4d5fd6036445a29e5ead33b18d3be599	Undefined	0
44322457ef514ee70c23a816639188dc	Undefined	0
a475f1e14320b3cd58dc361bc4236a39	Ectomycorrhizal	0
f361b28369096cdfc61e01c202a05fae	Ectomycorrhizal	0
5cba8167ca4f206d045d24f2dcca25a0	Ectomycorrhizal	0
f95291f162a99542029972abda1b14fe	Undefined	0
9e9b1b453fa59f7b06a5f5bb6eb2dfcc	Undefined	0
a99a2f6cad04f64f2192d396519dafc7	Ectomycorrhizal	0
bade8831ff942e2fe8a8dcee151d988f	Undefined	0
10eb89068d09c3e8fdd749ce0b5813fd	Ectomycorrhizal-Fungal Parasite	0
27be513687b2fa910d36c32a96b9f455	Ectomycorrhizal-Fungal Parasite	0
8ed4f3548a568bdc6941c14485ec5b85	Ectomycorrhizal-Plant Saprotroph-Wood Saprotroph	0
87efcb8044d7a88864d0bbb4d0c8eee5	Undefined	0
4d28ad33336207a23aecba7093dd72c9	Undefined	0
02ed9b80d04bf4a596db4cb101542caa	Ectomycorrhizal	0
d3747b0d3b14baa28da120024dfd0f5b	Undefined	0
cb6e8d64fbd8b45cfc1d6ea708577ec3	Undefined	0
2728a994cf8e6dd62da0dcf8a9ca55d8	Undefined	0
d44567e7292dacb574c3cc49d19a35e0	Ectomycorrhizal	0
8c13047536cffa86c84e86137c0aaaaf	Undefined	0
bc95854b2d2e96489011583f70a28bbd	Undefined	0
85560c93b0ca6b9a4099cc8a0afbd7b8	Undefined	0
246c1cdf7e4cf9c73e9394b6bc9dbb9f	Ectomycorrhizal	0
c99ad1d36d0445874f4e814313d96240	Ectomycorrhizal	0
e2b9f5991c606808be4f0f646edd10d3	Undefined	0
5c311016ae403c5430c4c19b6820e2c1	Undefined	0
e93c8e976bc913ec73ad5773b58b96c4	Undefined	0
7adf3e7aea5bd0ada53c37c1466df675	Undefined	0
ce6cd593fa42a3ac0693f891938ea4c2	Undefined	0
fb47cdbab9138842998afe303f5136f9	Leaf Saprotroph-Wood Saprotroph	0
92b02ed78d8aa204c60ae30b458e43f1	Undefined	0
f8b667c37ba462726c8661452ba8601c	Ectomycorrhizal	0
8ae3dcf98d5d70614c64bf3e2c7fbcf8	Undefined	0
bc80511e48fb18372471f7c30256ec02	Ectomycorrhizal	0
4ed1837b96429b1ff6c832438c75819f	Lichenized-Wood Saprotroph	0
4caec53e299e870ddceed24e1ebc8e44	Undefined	0
ff5228d9a60002b4544a9d7e7226735b	Undefined	0
2e07d1083894b951fd8972a9b46f3f9c	Undefined	0
80c19168b772ecb9f109c90806404db4	Undefined	0
cb5caddd19fe87dd7fec12edbb22c53f	Ectomycorrhizal	0
2e0dedfcf1132c434b178aeec17d8e3b	Undefined	0
b734db0a40324bc64f478cd576e4be56	Undefined	0
8390f14be6556c31e4c53f1e57241e40	Undefined	0
7b1806a2a19ec0408739b23c4f7b5023	Undefined	0
dc0119289d970864793b0bc7c834dc54	Undefined	0
a657d922cebedfc0e1e525b47218bcab	Undefined	0
7a293bb856862aeb4289ca3a4fef02be	Ectomycorrhizal	0
29d9f4aa79d7526bcebaaff300519216	Undefined	0
66f00832e95aaa52f07e539c3f820a03	Undefined	0
93f22b47770f7f59c9d021278a36c374	Undefined	0
787861f1f9e33f8bea7b077114ff8edb	Undefined	0
