OTU	guild	counts
576c0d0595fd7565b10bf662ce094960	Ectomycorrhizal	0
f17173d35586052f5a0b3d79edd8573f	Ectomycorrhizal-Plant Saprotroph-Wood Saprotroph	0
0879b82134c93bc969ef8690ff726eb2	Ectomycorrhizal-Plant Saprotroph-Wood Saprotroph	0
1c25ee8f42ba974e6a44fce188962ecd	Ectomycorrhizal	0
ba893763da17ea97ae5bddb9725cf2dc	Undefined	0
0db40c96d6cc69110da6b2a68ceafe6c	Plant Saprotroph	0
c784599bb8a4479a6ab967ccf49e1e47	Undefined	0
e81290e95e39fc9aacbae64610931c74	Ectomycorrhizal	0
3f7102af36ae104e6a6d92d026950269	Undefined	0
e42e519ee8fec81be5bd827cc9ff7948	Ectomycorrhizal	0
4c27f7b343deffb741aa1f16015679b6	Ectomycorrhizal-Plant Saprotroph-Wood Saprotroph	0
aea58062686c4f722af7b76bced01451	Ectomycorrhizal	0
e89ba8786480d8e10cb201522572cb2e	Undefined	0
d1dfa160f8d1f262d70cf0926e9bd48f	Undefined	0
a8b1e46d3f427c09d9187448caf755df	Ectomycorrhizal	0
b26801291d1da32074e5d34eeb514e16	Ectomycorrhizal	0
75a40aace95bc1ae36211c9b88fa6a83	Undefined	0
7bb3a3faaba07078e1fdc01fb78452d4	Ectomycorrhizal	0
30fd744cc47efba3711c94bc479afc04	Undefined	0
f04aa641b2824fc38a628265fb9c102d	Undefined	0
d4855d685099d4a84c303c81ae8bea89	Ectomycorrhizal-Fungal Parasite	0
013625c2811076db28c51c0732c02382	Undefined	0
68c2bd85dad3ec433e86efde7e8c1f0e	Ectomycorrhizal	0
953b932be60cff013f92573d29127a5d	Ectomycorrhizal	0
e1b3ae45598d69fdbf0eabb75ca66517	Undefined	0
5a6f09aa411d560bec354979d21d8828	Ectomycorrhizal	0
fb6a90a9d191d9815215463bf879c372	Ectomycorrhizal	0
2bb8d66815be4eba228a2f2e0939fc44	Undefined	0
401e85cba0d513702245438b7e9d0eb1	Ectomycorrhizal	0
6c904bb7a2e9fe146c9b0708786f4d5d	Undefined	0
c910e44f590f332ec0495c98b131e5ae	Ectomycorrhizal	0
68b878470af5308749a95acb05b28f6e	Ectomycorrhizal	0
12eb6439f319f76f2a3e37010670d240	Undefined	0
6cf1381a03f577ad9d3d2c7bde543005	Undefined	0
55b77cf9451aa30bb26d26f43efeae77	Undefined	0
062da578c6d28b0f8a4038d6ba6aab3b	Ectomycorrhizal-Fungal Parasite	0
5df38359c7d8bb5539dbb0367cfa4319	Undefined	0
0d1991f95b087e74c2df0eb5263cbd7e	Ectomycorrhizal	0
96c97afbc58bdd63961ebb2c3e8314c9	Undefined	0
1f0f1ed2ae3c2e5f78d359e8263331bb	Undefined	0
ebe1634cfb38ad6acb52bc7a30316b83	Ectomycorrhizal	0
1c845f09fe7302421c1db97fb33e2f19	Ectomycorrhizal-Fungal Parasite	0
a87e3d197bb53a9f844d927765b24b28	Ectomycorrhizal	0
4b3561d82f431a129e71eb6bf4532ea7	Undefined	0
9265abd28add7055df92b4d6239a92a7	Undefined	0
0b9e76860c08697cb11fe8ab61050593	Ectomycorrhizal-Fungal Parasite	0
2905e312010592986c89a1478b9f4135	Undefined	0
f01e277a17f7623485840e7f1f3ca478	Ectomycorrhizal	0
b0226bb973c2ea74a25179b95396e849	Undefined	0
425f09c2e1176381e7977ecabb989c6e	Ectomycorrhizal	0
0512ab7cb14dc0d239779795d4f39c6d	Undefined	0
3a9edfec6d511d884ee4618758cd7373	Ectomycorrhizal	0
24a483a33ac4b9e07db388dd84c0cee5	Ectomycorrhizal	0
ff79340e85044d4fbfa6613ab3cd67c2	Undefined	0
464cead3973bfc4d3b656efb40b89132	Undefined	0
facc6c37180cdf3ca1c6f5a79978689a	Undefined	0
10536bef515faa0204d9961af5a18c50	Undefined	0
9666bb862c36b54ff224734ecf53c2d6	Ectomycorrhizal	0
c65cbcf1def04c1906681dd33239ee5e	Ectomycorrhizal-Plant Saprotroph-Wood Saprotroph	0
3f7559b7c5589bc868cb96a1765995d6	Undefined	0
27be9fbbda4ce79041ac538d79806850	Ectomycorrhizal	0
3b393dd83ed28cd50d4e724e48e83539	Ectomycorrhizal	0
0fd5b9866894178da286158827e32de0	Ectomycorrhizal	0
6f5175da4885c60eb1742281cbbabb31	Ectomycorrhizal	0
560906e3f1b03aab5b33b9c0e9a34403	Ectomycorrhizal	0
01f8efba7846d593994ab088e96159cd	Ectomycorrhizal	0
bcc7c543633be52fc18ac402d9ff2f76	Ectomycorrhizal	0
db486b6acac59c7546e538f30d4979e5	Ectomycorrhizal	0
b7ac0bfc5ed7664f3f446e42886e51a2	Undefined	3109
6dbf5ec45785cfbe351ebb64718e0478	Undefined	0
21c87f5c90f5d22dec0f98e48790cb7b	Ectomycorrhizal	0
fb20f2cde00d4c28c7db0fa41c37ec7d	Plant Saprotroph-Wood Saprotroph	0
7cbd6d2acd585f6e317b323aedc6f888	Undefined	0
20d9be9b8dd17f720c03325ebb214655	Ectomycorrhizal	0
3a94e2d99ccfdeaf26525f8da2c0fd70	Undefined	0
d9f0648fd831a125b2c489235b56265f	Ectomycorrhizal	0
8aed537ffa9c19734d86501108ba1fb7	Ectomycorrhizal	0
2a228e806e34c6ad53c620f84bf99b7f	Undefined	0
0a19a69b492a469cfd53dad5121da02f	Undefined	0
e7358920a3f2b2348e65dce442ba6900	Ectomycorrhizal	0
9c300b61d79b6dd28eb7ac06b2d3d9ec	Ectomycorrhizal	0
295c001243199a0495f7a7dad220486a	Undefined	0
c2425eb17827b04607f5653e338d0936	Ectomycorrhizal	0
9232189a22ed15f0f1e7a3271e88812c	Ectomycorrhizal	0
985b8422564bceee7c8c6e611f848624	Ectomycorrhizal	0
6da49e60dc794a9d45a9f8fd09c9bdc1	Ectomycorrhizal	0
0cf5ca4ab1d0f7dc9ce2b81af9cf0b60	Undefined	0
ea5575657edbf05f69fd63935e43817d	Ectomycorrhizal	0
383df71db470c20b791d0787844df459	Undefined	0
217a4b5f0ec6a99b49e2d43d5f35b2c1	Ectomycorrhizal	0
8f5dc5607bcce1062469b3f620c56f1a	Ectomycorrhizal	0
a2f68a959b643ec46fa34675bbe4d7a2	Undefined	0
bb4418e70cd92cb84e8b0664a7189e76	Ectomycorrhizal-Plant Saprotroph-Wood Saprotroph	0
470c5087b43740dabadabd56d05f633a	Undefined	0
13e942b24b8b0215140242683e1f8a4b	Ectomycorrhizal	0
05e6fc43aa31f4d33c796eabd6b8dad1	Ectomycorrhizal	0
70eed14126d74bdebea2ca1815a8d058	Ectomycorrhizal	0
e06d841321359172d0cff92c5ed8b2c4	Ectomycorrhizal	0
d93d20a0bd4f54d323ab8365f884f4e5	Ectomycorrhizal	0
48d67ea6bbf73784b5aee88e753371df	Ectomycorrhizal	0
98ae420446a4174ce459f1c1df53e9d9	Ectomycorrhizal	0
7d50a7a7640b8bec563d7647a07e488f	Undefined	0
6a8437f8e5687891eed6b3b95d4c7ed1	Algal Parasite-Epiphyte-Lichen Parasite-Lichenized-Plant Pathogen-Plant Saprotroph-Wood Saprotroph	0
a4452aed992ca01ad638263e74a3beaf	Ectomycorrhizal	0
9d695a978bd5d2fe21ca9300e9803919	Undefined	0
ef861878fe114e85ba1ed7e5720d30b6	Ectomycorrhizal-Plant Saprotroph-Wood Saprotroph	0
3b3b8ca4ed8a364eaee7148563e4bedb	Ectomycorrhizal	0
63d25fc34d4fbe3e421f68d1f9ccf62d	Undefined	0
ec3f071c2bddbf46297d113954edd2ab	Undefined	0
c45b993e887cef68d521e4a31a14d7d1	Undefined	0
99a688128548e76f190c1d1b9f0b2191	Undefined	0
13c4a7f2872e7f002998094b923cf8a1	Undefined	0
863c3f09ae853e373d09c2fefdcc6deb	Ectomycorrhizal	0
b6db62307f47455c6e07647430f3ff6f	Undefined	0
aec60bec57e947dfd93ae5d9eb96ccb0	Ectomycorrhizal	0
628a8d1b71a463b088025ae97b8b892c	Ectomycorrhizal	0
345abf457bbb0aa4c3b58b6a6e7b330c	Undefined	0
9ec0ae35022f3f1d474caf8ff616507a	Plant Saprotroph	0
0663bcdf7922c34e025c570733e33ef2	Undefined	0
954cd2470fd382818d2caa0cdbc431f0	Undefined	0
b94af37083056e44e8d825cffc62ae6f	Ectomycorrhizal	0
5bcfd88ba4c11a006876276143a83749	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	0
363d5cbc8c86a8552f039b023f225cd8	Undefined	0
0c4770b42b34df3c903df03c351aa8fa	Undefined	0
f3831f4f6602ff8534cd7358edf0eac5	Undefined	0
7e3c359ec31209fd8cca5179c4664869	Ectomycorrhizal	0
5066aa4f0ec2a1bfb319bc5fb52a73d2	Plant Saprotroph	0
5bc29511e98cfcf45d449f7f999afdae	Ectomycorrhizal-Fungal Parasite	0
d48ebf9cb584b92990bca95a6c12297e	Ectomycorrhizal	0
3f2855f84256fa7ded062673a0839039	Undefined	0
b3f59935c3d36e0ea289efc4b2126278	Ectomycorrhizal	0
b23a879de4a835048aed034f82cdeba1	Undefined	0
e722a1b2577b44cc6a1dd344b8f3a645	Ectomycorrhizal	0
df040de96ca2d3c198e4b3ac8556f83a	Ectomycorrhizal	0
e8bef04fd65d8b2cd323cae860202398	Ectomycorrhizal	0
4d21b8e9723aa45eddfb89329fc0685d	Ectomycorrhizal	0
a127174ca7614ce692facda82178b8c0	Ectomycorrhizal-Plant Saprotroph-Wood Saprotroph	0
5fb0d1926953ab9098b4d241c4c2b678	Plant Saprotroph	0
ed37e8cad63a429feb8629f8b66fb00e	Undefined	0
7637f18feed0bec11872ad40baa99e18	Ectomycorrhizal	0
08c982b90e5bb42a2ddbb29d5b769521	Ectomycorrhizal	0
e9c5d8540f3fff180c351c8826069f76	Undefined	0
cb434e02d7af2fff706426ee13092f8f	Ectomycorrhizal	0
b257f7a4169ba242c87f0e7e24fe549b	Undefined	0
e6894d680e94c7a549270b51b0b460e4	Ectomycorrhizal	0
6be860aaebe6e7e934298947ec432b28	Undefined	0
cf84399bc87297f1a151091f22ab6448	Ectomycorrhizal	126
e112a23ca781a0751ec44b0597627d3c	Undefined	0
a1e9b6fadc7f0b80ac03c4fb5bbd54b7	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	0
014865d1f2ba323c095141185767d11e	Ectomycorrhizal	0
2a4acd3deee4abfc51a3b79a238fdcc3	Ectomycorrhizal	0
06e10a8757bbc96a9411c1357fea840f	Ectomycorrhizal	0
81f7cd28d280ecf828da698bc16dbeb6	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	0
3d96862fcbaa120f3e6754e902b7f1ec	Undefined	0
ff405b653d0fbc97a438f89acb945b45	Undefined	0
e5dc3cc159b530b24056167e175c4665	Ectomycorrhizal	0
f33b7a03d044f00fd0f9ceb0c7ca9d67	Undefined	0
94cb69f0e87b49e9b15eafc748ceed53	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	0
ef92bce0cc8372ebb9520377219b6ba6	Undefined	0
a9fd01e8647edd5a2874b5680d11771e	Ectomycorrhizal	0
8e157d8d1ecdbcd9f6291c92ec35907c	Plant Saprotroph-Wood Saprotroph	0
e36e9745b872e65fd4a159496e74632e	Plant Saprotroph-Wood Saprotroph	0
061c9c9f374f264e9fd693df86a4df74	Undefined	0
6c58ac383e7ea29dbb7b041366331937	Ectomycorrhizal	0
76c6a434a5932bab1ac32ad3b652282d	Undefined	0
6ef1b4d968676ceac32430e02729f6c8	Undefined	0
54224ec14880193a7fa736e1924a41b6	Ectomycorrhizal	0
26dbe67be06f95acb32fc7f1c0814ee7	Undefined	0
20a99c9ea726d1273e27d25c62d22fb0	Undefined	0
67489f3313dd45e7c6d990bcdcd9545b	Algal Parasite-Epiphyte-Lichen Parasite-Lichenized-Plant Pathogen-Plant Saprotroph-Wood Saprotroph	0
7bf0f53b0d28f7700cea9bf827fdf0c6	Undefined	0
30d2a86c42c08b9f563db48cf66355f5	Ectomycorrhizal	0
8b0e5f8016172b6a43c47969435e7acf	Undefined	0
8f712299af6db0a44092ec4640c4b0a4	Undefined	0
d2cca3bb3383639745ef50cecc95b306	Undefined	0
f690265c5294aad980d6694736cd22dc	Undefined	0
3d6e75326c3b315d9fdc9846f622f71f	Ectomycorrhizal	0
528de94ce132b9709a481a2b29f927b2	Undefined	0
b89610393234f523df0d22064d3ee21b	Undefined	0
ef776beba8cf2412f09c1fdbad64f057	Ectomycorrhizal	0
477d11d242d98266ec38e28b3ef97319	Undefined	0
eb1226c76dfdba34404a391924426eae	Ectomycorrhizal-Fungal Parasite	0
8b8978c82b52b371c2e9f55b3469f4e4	Ectomycorrhizal	0
492c63846e3e8785962dc1938ce105d9	Ectomycorrhizal-Fungal Parasite	0
afdb93bc92a41938ffd5d9123a078490	Undefined	0
e8b8cc031e7cc450dbbaeb0a4226d699	Undefined	0
a9df99ccae181651e162dd0affd87787	Undefined	0
8136a49b106cf0f4af8ac16ad2827427	Ectomycorrhizal	0
9f97fa2c07c6ed83c9e1a1c004ae4f90	Undefined	0
bf74737aaf9fbe667e90f9d3104f2b0d	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	0
953e5c0edc5eee39ef6c211877c358d7	Undefined	0
e5d1f8f0d40e4ea602d56d00419f02d6	Undefined	0
77e3074a81f4ac3097fe024e0492ab4e	Undefined	0
8988088564d220cc9ae66948378be0ed	Ectomycorrhizal	0
dbf4f69b22f1ff5fddb34a80d8296019	Endophyte-Plant Pathogen-Plant Saprotroph	0
4df0da4ba726742f94d0d043c59a17c4	Ectomycorrhizal	0
a344d4169add59039af7b6b8f5fdbcf9	Undefined	0
6981616a96af6620900b505df5c2e762	Undefined	0
70e0a0c444932164bd580bca0ac461f1	Undefined	0
e9ea42d92c866159feb344617c56b1d7	Ectomycorrhizal	0
c08feda4672b2d14d9bfa11fd56d1a17	Undefined	0
34b5303c265bf2faf9f226dcb67c98fd	Ectomycorrhizal	0
78a1039e44e741cc69a375dbccaa1d38	Undefined	0
67de1b4ea4e8c7db9ed81c1e456a938b	Undefined	0
a71c8eab5034532d577b83355ca0d06b	Undefined	0
fa2ba93b214bbfe651e89c71a1577cf3	Ectomycorrhizal	0
eded397a3209ade3f5535596ae6061b9	Ectomycorrhizal	0
11b9a6150dc16ef288d162edd1bd3bb1	Undefined	0
94aebe59518290b3c7b9f526d67cb465	Undefined	0
adf696af36947331be421c2f17b9be69	Undefined	0
47d7b00db760b55e04e30a2901884627	Undefined	0
4a551e56be002011f5a9bf26fdfb3375	Undefined	0
58493af20a3fb34131e541a3b1193dd6	Undefined	0
09b6b466c26a6ad4055737f2734a0eb1	Plant Pathogen-Wood Saprotroph	0
2378e746b24de5aa125f3af1d7e6d618	Undefined	0
f1da17905d3e5f09569a4d72cb65776c	Ectomycorrhizal	0
2b94cc21c27592eeebb568146a462060	Ectomycorrhizal	0
e42de9a1151748f2078fad0ef0e24bfc	Ectomycorrhizal-Fungal Parasite	0
e56014618b05ae4a4170024beb56669a	Undefined	0
39fc2bc56684ea2c73bbfc3de512e57d	Undefined	0
2d63b729ae9afef6860da4a82fb058bc	Ectomycorrhizal-Orchid Mycorrhizal-Root Associated Biotroph	0
9334d314bc0baee8b26d716700fd3a41	Undefined	0
576c25794224d939e060cdd44ba869e9	Ectomycorrhizal	0
e7295cb1bcee5aecc048075989cd1e39	Ectomycorrhizal	0
1e34c525328f7789df639bbd95056861	Ectomycorrhizal	0
1384e807952bc76952fb48f60dfb43c2	Ectomycorrhizal	0
52c52aefbfa96a885dfdb383110a340e	Undefined	0
819a908346e3fffb473f03fee50af975	Undefined	0
03b686343236051313c94829b2ea60e1	Undefined	0
930bcb7f9398b9f45bb8c9fd6cd30c47	Ectomycorrhizal	0
7c9a558c72684ba088da3f50d0207a24	Ectomycorrhizal	0
a1458dd391ac2fdef2bdc3a599b45625	Ectomycorrhizal	0
2947e1f34eb31cac67a02f28e44e69a8	Undefined	0
e2767ff02a9b8053b22ec5ef992ceab1	Plant Pathogen-Wood Saprotroph	0
be540bf3e47fec0eebb222b04e3e77e0	Undefined	0
7915272e428db6341764bb9de4e73806	Ectomycorrhizal	0
