"OTUID","taxonomy","LabelText","coef","qval","log_q","Enrichment"
"12410d7307e6e4dbdae768c5c47b748d","k__Fungi; ; ; ; ; ;","NA NA NA NA NA",-3.77569411043319,6.712173064172e-15,14.1731368543477,"SF Enriched"
"2be07a8d72925262126f2a02c52dddea","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_radicis","c__Eurotiomycetes o__Chaetothyriales f__Herpotrichiellaceae g__Exophiala s__Exophiala_radicis",3.53510656281355,1.48886188275598e-09,8.82714558857361,"SJ Enriched"
"cc116080ed11666e003af169a31bf77b","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma; s__Solicoccozyma_aeria","c__Tremellomycetes o__Filobasidiales f__Piskurozymaceae g__Solicoccozyma s__Solicoccozyma_aeria",3.91457798379343,2.05125738080985e-09,8.68797984326281,"SJ Enriched"
"09b6b466c26a6ad4055737f2734a0eb1","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Ganodermataceae; g__Ganoderma; s__Ganoderma_applanatum","c__Agaricomycetes o__Polyporales f__Ganodermataceae g__Ganoderma s__Ganoderma_applanatum",2.63810660412486,3.49994337276489e-06,5.4559389822482,"SJ Enriched"
"2a52836cd32669f2fbe6c09e786a7f74","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; ;","c__Mortierellomycetes o__Mortierellales f__Mortierellaceae NA NA",-3.26953583534032,6.12403771725525e-06,5.21296214319497,"SF Enriched"
"72ca0a899d71f7d9023e44474c260434","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__unidentified; g__unidentified; s__Microbotryales_sp","c__Microbotryomycetes o__Microbotryales f__unidentified g__unidentified s__Microbotryales_sp",2.38263621217454,8.04926935664331e-06,5.09424353935625,"SJ Enriched"
