"OTUID","taxonomy","LabelText","coef","qval","log_q","Enrichment"
"2a52836cd32669f2fbe6c09e786a7f74","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; ;","c__Mortierellomycetes o__Mortierellales f__Mortierellaceae NA NA",3.15222419418088,2.58923559959084e-08,7.58682843046626,"TP Enriched"
"cc116080ed11666e003af169a31bf77b","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma; s__Solicoccozyma_aeria","c__Tremellomycetes o__Filobasidiales f__Piskurozymaceae g__Solicoccozyma s__Solicoccozyma_aeria",-3.21402170690624,7.6396275113516e-10,9.11692781599345,"SJ Enriched"
"daf3380c6379ff9ada580bfa3256c5c2","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__unidentified; g__unidentified; s__Saccharomycetales_sp","c__Saccharomycetes o__Saccharomycetales f__unidentified g__unidentified s__Saccharomycetales_sp",-2.99444044091133,9.93672089588819e-06,5.00275690853734,"SJ Enriched"
"9038eaddace005315f06a11e8208395a","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Mollisiaceae; g__Phialocephala;","c__Leotiomycetes o__Helotiales f__Mollisiaceae g__Phialocephala NA",2.8457320641147,2.81793842125271e-08,7.55006850150429,"TP Enriched"
"2be07a8d72925262126f2a02c52dddea","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_radicis","c__Eurotiomycetes o__Chaetothyriales f__Herpotrichiellaceae g__Exophiala s__Exophiala_radicis",-2.99977861154821,6.35839403928843e-11,10.1966525617018,"SJ Enriched"
"6dbf5ec45785cfbe351ebb64718e0478","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Cucurbitariaceae; g__Pyrenochaeta; s__Pyrenochaeta_sp","c__Dothideomycetes o__Pleosporales f__Cucurbitariaceae g__Pyrenochaeta s__Pyrenochaeta_sp",1.92383932639023,2.43756119760607e-06,5.61304447206061,"TP Enriched"
