OTUID	taxonomy
67d9ec083a8b2a5202f502e163becd19	k__Fungi; ; ; ; ; 
5c67384f0d0bd155dcffeefec1b4e85c	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella
306c5afd6d65f2c274e3edb4dbc44ecb	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Cuphophyllus; s__Cuphophyllus_virgineus
cd96c76bf118f60bac37936eab3494ca	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
378d4a5f53159501ca955fefa8035ede	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hymenogastraceae; g__Hebeloma; s__Hebeloma_citrisporum
f6b743a96072d39b797063e762af6ad4	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
d920338c2ac7d3dd8f50354dbf8c1150	k__Fungi; ; ; ; ; 
d11df246bc73fb3ac150875bdd2a54f7	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila; s__Podila_humilis
fad1162ec2cf45a61916a02a14155c70	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__Sebacina; s__Sebacina_sp
59affe366004ee32af2dac2c9e5984b8	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__Ceratobasidiaceae_sp
51738b7ee70366ae36eefa7446b5f7af	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Sclerotiniaceae; g__Martininia; s__Martininia_sp
532ea313558eb7916636208def90581d	k__Fungi; p__Ascomycota; ; ; ; 
6a48ade7ed287e11f52f3088c84b8110	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Capronia; s__Capronia_sp
3daed75e369dafe9f76c03e3766d3c90	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidiales; f__Mytilinidiaceae; g__Mytilinidion; s__Mytilinidion_sp
3e3065c27b01872c443de4a026a7f01e	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_rishikesha
dd06c939ef4e5475d21338991e376930	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
3d6d60f0f5f5a8ac2247613ec9c97736	k__Fungi; p__Basidiomycota; ; ; ; 
f3485cdbe57ceea2b6edbbd0c2d526be	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
55713d2c66b3149713fc883312d9b250	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila; s__Podila_humilis
9473894c91b1fb349e37ad981ecf5228	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Pilodermataceae; g__Piloderma; s__Piloderma_sp
d85f8ca15fe015b24294da58ae631ae9	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma; s__Solicoccozyma_aeria
1162f8ef0607e34f3036460f7c667b35	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Xeromphalina; s__Xeromphalina_setulipes
ebe3f5f0f6694a29dbfa5d940045b932	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
502af0efdb39c7bd1ad3e2071c63e247	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
c42bc073583af3a9ad0e70f0c17e795e	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Phenoliferia; s__Phenoliferia_psychrophenolica
17b9e5786fa18515d07f9a48bf38e226	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_pseudozygospora
6a7ffab1665132e5f752a5ace7f0334b	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila
276181789907314850c7141f8706a36f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lycoperdaceae; g__Bovista; s__Bovista_promontorii
7d7ab5c7096e515c22c19eec9e2db0d7	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__unidentified; g__unidentified; s__Microbotryales_sp
36743dfc479f97cd109647ee01888e56	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Leohumicola; s__Leohumicola_atra
7d969786a29e4c7b0aa1f2d13e64f824	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_pseudozygospora
63482ae35511fe80c9bf4a2f6ed1ad8a	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Brevicellicium; s__Brevicellicium_sp
8e8c9a43d771e5ede1b62e4bc98509e9	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Bankeraceae; g__Hydnellum; s__Hydnellum_peckii
2b23d51d1c1b25eca0c3a0564aa8ae97	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Boletaceae; g__Xerocomellus; s__Xerocomellus_sp
c635019d7fea74fee718909e8f4f3603	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_rishikesha
fd4b4c0d93e21f98fa43f1fd411aaa4b	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidales; f__Gloniaceae; g__Cenococcum; s__Cenococcum_geophilum
1b0e9793dfe73106a0e1f4f06d2cc4bd	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_pseudozygospora
5892f0340a3a6edd85c1f108fcc8ed11	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidiales; f__Mytilinidiaceae; g__Mytilinidion; s__Mytilinidion_sp
7a2f346786e6394783387ad80a60af85	k__Fungi; ; ; ; ; 
cab659d9d680d477081dc100ea5a130a	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__unidentified; g__unidentified; s__Microbotryales_sp
270b1630c69dee73ebea22d1ed77d5b9	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
0afcbbfff8aaa967f6319bf98d565393	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrophorus; s__Hygrophorus_subalpinus
0ac7aad50331f64eca22d33fef214574	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
a70cf85c0b7dc1b8368fc4cd3a17e0db	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__Russula_fragrantissima
066471f42c53d88dce92ae705ea5f99e	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
7f34c8607f3616398811279527413530	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__unidentified; g__unidentified; s__Trechisporales_sp
668539601a5842e33dfc39f77471f077	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; ; ; 
299f9d4f2b1402e6a5e9b46a8452ed18	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_pseudozygospora
2da914e462d2451d9b2b9a58ed140374	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
ed3ea37b69102d14e83d90dbfea0b1b9	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
34a889a5f88e90e32a09f8ac0b7f4741	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidales; f__Gloniaceae; g__Cenococcum; s__Cenococcum_geophilum
60efce578fef35162f2e612002819d4e	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
2f9096c8c7f6a9957745ce15031c472e	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
0e11a4e9a2ee6781626bd02cea307952	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila; s__Podila_humilis
7f21fbfae1b54a26b98f43369bb04a90	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Atheliaceae; g__Athelia
f738dace182f5369323a9f00ab246684	k__Fungi; p__Basidiomycota; ; ; ; 
a0d2b32e933c3fcf471b3fd8f6f105b7	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila; s__Podila_humilis
c79659d391eba6a415fe6d1c42378f3c	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidiales; f__unidentified; g__unidentified; s__Mytilinidiales_sp
4e099351670b30f8969fe0aa372bbc0a	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidiales; f__Mytilinidiaceae; g__Mytilinidion; s__Mytilinidion_sp
f169645236d6f6eb7b620d792d6358d6	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Phenoliferia; s__Phenoliferia_psychrophenolica
2dd07762b384bec5a2cca8a543d112c4	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; 
772b3126ce1b1de3340b0d7525f4893f	k__Fungi; ; ; ; ; 
dda3371ffc092d36c259e9642349005d	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_rishikesha
0b80599bf84d2170889d7e35cb0308e8	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; ; 
7bfc81d9fda761391976bcce96fd786c	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
b1eb32947d7cabadf1607fdfefa06249	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma; s__Solicoccozyma_aeria
f06540a74e8d8880bd4bf0478b3e4a41	k__Fungi; ; ; ; ; 
8f402241283999c5f6f58ab2ca016f40	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
f39f35530a50f977e76956efafe574d9	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Pilodermataceae; g__Piloderma; s__Piloderma_sp
a11a5605db99c3ca8989081fb84bfc40	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Mollisiaceae; g__Phialocephala; s__Phialocephala_helvetica
29d77a1caf0742f23d1302a856e1ef56	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Knufia; s__Knufia_peltigerae
d24d15c88e9eebfc7426b08c4bd18461	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
64998060ed989abba026860edf7b556e	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora
a94b533e9912b883c1ecc57c493b2621	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; f__Auriculariales_fam_Incertae_sedis; g__Oliveonia; s__Oliveonia_sp
01e7e01cc1810ef4b0083b226210a4b8	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
79ec5c8ecc33a5af3be73304c056906d	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Linnemannia
9d1b292f8e1ee46332537f2b97ed1630	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_rishikesha
e04dd2ee362fa6bf43564def8d7f4d98	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; 
46deee3c38220fbd60b7e03f5d0434fd	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
a8e3e38ae7dc75cd87da83da198606d6	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_pseudozygospora
f564f07203198bddc47e6e09bc289f22	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma; s__Solicoccozyma_terricola
80929633d682b193771dc6038884cd20	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
dec9e192ec9cacd269ffd8ba9fe705d6	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
74457ad4aa6901d5d21b19ce96350833	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hymenogastraceae; g__Hymenogaster; s__Hymenogaster_parksii
be5103308659c28489cf073efa8d9009	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Melanogastraceae; g__Melanogaster
3e32dbf1645873b0a2dce65b5131ebb1	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Capronia; s__Capronia_sp
2c219d615cdda810ad169542d64eea20	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma; s__Solicoccozyma_terricola
eb172b88bd244317b1a5a112370de076	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidales; f__Gloniaceae; g__Cenococcum; s__Cenococcum_geophilum
83212e52eb7b699ef208019e6c10fbea	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Glutinomyces
401a5327ccc484a1907f7b84e8ae5ee0	k__Fungi; ; ; ; ; 
09c13668f6a3ded2ae370393eef4d962	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma; s__Solicoccozyma_aeria
854e793a7646fe9bccd91979bb825f08	k__Fungi; ; ; ; ; 
ba08c6cae453de77f54646cce89f962b	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
293913c6a3f65f690409eadb0bffa08d	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
e00f478d739aa8cf6678493a8f2e48cd	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
0947fd872e1fadd9c1ae1c00bc8ba4f3	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Lactarius
3c81d79d434a3190fb8b9b3d7133c446	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__Russula_fragrantissima
d25f956eb0919ec3b61b703cdc4310fc	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Tricholoma; s__Tricholoma_triste
36597a8548fc747429e09f7f9c618812	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Pseudosperma; s__Pseudosperma_aureocitrinum
1aaac708ee772ca666d309c8a5bfb58f	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
20b5d42fcec835c95bd7a6e7fc387e72	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__Tomentella_longisterigmata
219b017344a963d3b87f2b7413fbfd18	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora
2566351258e08e37fb8631e1b7eba1cd	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_pseudozygospora
277c1bc190044685b5e2fb238beba7a6	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_pseudozygospora
5ef8d6096e2871ef45b198073c204aa0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_laetus
188528b1eb1939992a2718dd67dcd0f4	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Tetracladium
ff0b263a7b4b901cafb1b12a61e04a9a	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe
f4a144b26a2a3eede927aa5038e7be88	k__Fungi; ; ; ; ; 
0ea89fecdb65e83e354aea7c4879e70b	k__Fungi; p__Basidiomycota; c__Geminibasidiomycetes; o__Geminibasidiales; f__Geminibasidiaceae; g__Geminibasidium; s__Geminibasidium_sp
c7234366b549d477f617067528754be3	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Mollisiaceae; g__Phialocephala; s__Phialocephala_virens
468e0bb7afec58c937a859c75f689fca	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Tricharina; s__Tricharina_sp
0d243930753cf01b1ac52ccd9aaedc9d	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; 
2a04b1ff4e8ca4b23727c7135bc3c9bc	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__Humicolopsis; s__Humicolopsis_sp
3fbe5b9acb19dc282af01c4ae81a6b54	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
04123e7a8116d6067a90980c60b29bf4	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Leohumicola; s__Leohumicola_atra
865e6f1c5658a025aa4ab88c86647df5	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula
684a5a11de100e403c2c5d47486d4fd7	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Tylosporaceae; g__Amphinema; s__Amphinema_sp
6b8eac1cac7ab8df314518e8f3b4f285	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Knufia; s__Knufia_peltigerae
cc655d5adf667d9fe5958458659307eb	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__Inocybe_giacomi
a19422796c00ce90f64f7dd4e3600bb0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila; s__Podila_verticillata
24db82c554a2d3632f0da3b32d968979	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__Sebacina; s__Sebacina_sp
33528382cdf807282b4300c760e0b923	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
f623792c54607c0efbc4292c65eb22eb	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Calonarius; s__Calonarius_elotoides
e34f39649f904137443c09ae3a1f3b9f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
55a54baf56084624c629ca114503ab85	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidales; f__Gloniaceae; g__Cenococcum; s__Cenococcum_geophilum
aeb3535f19428217fc89d2a763fbae9e	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Phenoliferia; s__Phenoliferia_psychrophenolica
f0109b63484142d5ed794c5fac24823c	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Phenoliferia; s__Phenoliferia_psychrophenolica
fda708c11f6cc8fc3ddf608bac262fef	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
cb2a8644d1c0fef21dafa2e8e19abad6	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila; s__Podila_humilis
a9c6e08265eca9c0229395e3f3cf5b01	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
66fec26e3154353960aed983188156c0	k__Fungi; ; ; ; ; 
188eab21b44ba51d0bdcc68a560945af	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila
69d0a441942308707ef41a0936b9ca77	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrophorus; s__Hygrophorus_purpurascens
fc4af0d182bc6317b79d76cba4c124c4	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiomycetidae_ord_Incertae_sedis; f__Hyphodiscaceae; g__Scolecolachnum; s__Scolecolachnum_sp
b151c31af5b1f1d53cec2662666bd791	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
2a25a62005e4e90c1161f89af809a12a	k__Fungi; p__Ascomycota; ; ; ; 
f508db069630d4d3614df9dc0a35401c	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__Chaetothyriales_sp
88e480d13346d38e17fd6d7f6584ff44	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila; s__Podila_humilis
993b43deb1f50cf796a44cd3f7c58eda	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
7fd1f5a2cc19c7795d425c2fd0315883	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
81334a4ef82b76261b925005b32cba8f	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
c5af91117a9214d4429b9a80d2b225e1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrophorus; s__Hygrophorus_gliocyclus
e3a7e23b645038e079fba5760bbd320b	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
0a90310053989fad3016c6f1348c4cf2	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; 
9299421d8f7895896eff409dd8a0302b	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula
5f53be56d646ee9ed87e3ec84dc77c42	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella
55ef3270296e69167a05436dc08c0620	k__Fungi; p__Basidiomycota; ; ; ; 
ab6dae872b479a136ea739b471904e7e	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Pilodermataceae; g__Piloderma
9902e4415b6523e4f1ec768e48e71056	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_antarctica
673741c963be791e8f1b70590888babd	k__Fungi; ; ; ; ; 
de1c86018e53b79484d7b3e758dc5c62	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe; s__Hygrocybe_conica
06455069e5968893e06f43983073c481	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Knufia; s__Knufia_peltigerae
919af0c9e7606d16c6eb5e61e2dbaf35	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
47c1be0189762c37a64c2f799f4216fb	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Pilodermataceae; g__Piloderma; s__Piloderma_sp
0cfb8cecf852761073adaf672b04f4f9	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_turficola
e2e337221c5b9d39764dd547d5e9b8aa	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
63c113718e962a17839ae87db2d33c04	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Linnemannia; s__Linnemannia_gamsii
af945266999705ee1b938c42c5de17c4	k__Fungi; ; ; ; ; 
9943d64ae4a41cd3a1eb47be42088d6f	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha_finlandica
c5ff4b447e981d0e34283afbb0192799	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
543501bfd42c940e08b2de3a52cd0b1a	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__Ceratobasidiaceae_sp
dc6e6f60adf779d8c4cdeb6271533f19	k__Fungi; p__Basidiomycota; ; ; ; 
1b520584f6bd26bf8ebb8c73e588bef2	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Pseudotomentella; s__Pseudotomentella_sp
47c6f540fc7428d49fa8b733cab226c8	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
a36a2f14228644260411b1772f5b839f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena; s__Mycena_pseudotenax
cca7fba4284cdc59b894625ca9b56ab6	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymosphaeriaceae; g__Paraphaeosphaeria; s__Paraphaeosphaeria_hydei
a7b6e663d1315ef13bc43f16d4bb04ed	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidiales; f__Mytilinidiaceae; g__Mytilinidion; s__Mytilinidion_sp
e08299910a99a6b57a09e6c20893e91e	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
5e02b316975ed9123ce349740f8e976d	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
cfe5bebd12eb2063b8bedf4fb46df9ef	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila; s__Podila_humilis
8ff157b47b0995850c9cc5d3c3a2a7aa	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_pseudozygospora
100331e33a1227275e6a7a015b71f176	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
fd223da7dfb8cdde5e27bf9073797ba5	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Nidulariaceae; g__Cyathus; s__Cyathus_annulatus
5461eb9273fe306cbbb5d80c9266ffab	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__unidentified; g__unidentified; s__Microbotryales_sp
b391a324c6695a71ff101a809773738d	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hymenogastraceae; g__Hebeloma; s__Hebeloma_mesophaeum
fd3c3f87d62b57053d3848c4e0a25c90	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
