OTUID	taxonomy
c5b3deebb1fe5c6c6d916259b96fa297	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe
2e0d43b002124d89f2f24eb4e9d71599	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
6e890c5be603703b4d58a37500fe5303	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; ; 
19781a438d3002937c676027ac1dc765	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; ; 
5bd1d4a60b946990642a8d00e8029468	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideomycetes_ord_Incertae_sedis; f__Dothideomycetes_fam_Incertae_sedis; g__Septonema; s__Septonema_fasciculare
2341ce32f217fdf28d66327c396aa0bd	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Lamprospora; s__Lamprospora_wrightii
1ee6424dc92e9ab6de28d730a701f7a2	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
506225ae07e98603f133f4c1b5fde823	k__Fungi; ; ; ; ; 
f811dcf79dc0b0d6af4e5d2c4945ba3b	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
eeb8e43fb0ccab0136cb38429970aa77	k__Fungi; ; ; ; ; 
a6ee9107f90d53e221f3715993f0bf56	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales; ; 
ad6c7eef4610906b7e3c2e69d7d211c8	k__Fungi; p__Ascomycota; ; ; ; 
cb67ad1ab0d5d3aa2fb810e157ffd30f	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
1f0a94547c87ee99cb02ca66f5fd6e7d	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Helotium; s__Helotium_sp
3ab3c2f302f180baed4d4b89b8fd0141	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidales; f__Gloniaceae; g__Cenococcum; s__Cenococcum_geophilum
cf3c18564a293b4ea745ac13a29e92d0	k__Fungi; ; ; ; ; 
af5af9a8b5cc4f1f27eb386534fb5629	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Tricholoma
552964a4697c426ce6f516d4053308b1	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
166a857aed974c0215a5c2661c36d564	k__Fungi; p__Ascomycota; ; ; ; 
2b4eaac0ae876afdaf7bff1eda261b62	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_roseobrunneus
be336d45283cc093c1aa9cf9fd48f2de	k__Fungi; ; ; ; ; 
c009eaaca840ab13c22994129f186808	k__Fungi; ; ; ; ; 
21bb50f69763f5e1405bd48220cb019d	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
d276b75b0589e27a362f1ac5efc24570	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
bbaddff8019a2262017323db26e58c0b	k__Fungi; ; ; ; ; 
ddc397ddabfe7f7be0279629864110d8	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Cladosporiaceae; g__Cladosporium; s__Cladosporium_herbarum
8d4764ca1fb1ce609f33407b59fc9735	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma; s__Solicoccozyma_aeria
838b55622cd9beed721d968583cc0409	k__Fungi; ; ; ; ; 
948a48b1d44280137672b753fe221f90	k__Fungi; ; ; ; ; 
59d917b927958aa968ac611567f5ebb9	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Tetracladium; s__Tetracladium_breve
0e468826c0834f1a9840eba413fc0902	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila
ca4a4fc7776e59f84fa0aef9daffa933	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Linnemannia; s__Linnemannia_gamsii
32b68c5c07c19e3b026fd2659dc756b6	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Tetracladium; s__Tetracladium_breve
1b4cf4b3874fa5171f27652585f7f350	k__Fungi; ; ; ; ; 
4ab946129f8e3ace4e1de356e30e7572	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Sesquicillium; s__Sesquicillium_sp
fc660e0958fb684db3b3c3159342841d	k__Fungi; ; ; ; ; 
83df9d5cd8ffe2565e7103734dcbef5a	k__Fungi; ; ; ; ; 
c7ceab77ca788ce559cd4984a132eb4a	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Phenoliferia; s__Phenoliferia_psychrophenolica
5113973df99ba61453076276ad298327	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Gyoerffyella; s__Gyoerffyella_entomobryoides
160980eff526bc32a81877a546ec68af	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
059c453deb3755824ae0e90d10f88b02	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__unidentified; s__Mycenaceae_sp
bb32d511241e4664b5d4924e277f28fa	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Infundichalara
d39df6c309cd3ffa342ad9b177efa60e	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Mrakiaceae; g__Phaffia; s__Phaffia_sp
bd07bb2ab8ea88b599a0c35b57055356	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
9d1be92d485735bd33073a72419c53fe	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
dc7e002f19b6742eb37098cfd4a342d2	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Pezoloma; s__Pezoloma_ericae
5cf4a657f45e49842c9b62859caacd08	k__Fungi; ; ; ; ; 
98ee1ff01f01dd4f3fbe9f6e22c74062	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Pilodermataceae; g__Piloderma; s__Piloderma_sp
9d5bf9f7282cbeecfe38ea8bcbafe58c	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Mrakiaceae; g__Krasilnikovozyma; s__Krasilnikovozyma_tahquamenonensis
c2d696d5da94e6acdc6ebfb7edf1789b	k__Fungi; p__Mucoromycota; c__Umbelopsidomycetes; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis_sp
921f026bf7a778a1910f8a4401a77f31	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__Inocybe_posterula
1e447c2375865126783f54faa0e69b64	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
0aaa121676a6fda71404a3f16ed39a66	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
c8de4ef8ff0a77ec189d88632e0c24e6	k__Fungi; ; ; ; ; 
bb01e0674b161052899a8430c6726fa4	k__Fungi; p__Ascomycota; ; ; ; 
2d6248fcd8a3b80f9bc28dc8205d7f0a	k__Fungi; p__Basidiomycota; ; ; ; 
532540b806858d525123c9c97c65fdf0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
efca29343718ce21bd5cda7db099a090	k__Fungi; p__Ascomycota; c__Dothideomycetes; ; ; 
94438c1e202aa52dabd973fc0fc7ad8e	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Knufia
1c31be73afcd2d7f3a8854240014db76	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales_sp
5658bdc6d151ab5cc88403a80d6a4185	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Pustularia; s__Pustularia_sp
7bd4b4bc54fd244c95d99a15c066dcb1	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; 
e01bd5bd60311468dd7f2120daaa6e9c	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
01e295d9ed0c24740c024df0df4bd0f3	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Piskurozymaceae; g__Solicoccozyma; s__Solicoccozyma_terricola
35927ac6ad9c48aa47a0435afb0155c7	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__Inocybe_armeniaca
07c8589cced7290303785076dd25460b	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
3e9032977ec218eb6eef1d9f05156f5e	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Naganishia; s__Naganishia_bhutanensis
0c0d2ec633ef5a8873c02e2dc03894ea	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Pseudaegerita; s__Pseudaegerita_sp
0562c3d82528ed3766e4e2a55784ae4d	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
9780ae240195ff894dd39c89d91d1733	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
e9c401177705144d5f434fcd063d92e6	k__Fungi; ; ; ; ; 
b873540ecf477b70a35c1cad9f2ccf72	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
212bd478ae984cef96ad0d8f173f2ac7	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_elongatula
b3f13cd5ddbf5c864f37ebd61791a103	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Ilyonectria; s__Ilyonectria_mors-panacis
04107575ebd9a6d23f110cac000181c7	k__Fungi; p__Ascomycota; ; ; ; 
b7d486d913fe85d4fbffafbb38aa0308	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Linnemannia
b983d116e8c66dce07cb72fbccb2eaec	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
e546113a5426acd41dda1bc657d73c7d	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
2ad05c6b2ae1e8d8c52ebb10fe0f99e7	k__Fungi; ; ; ; ; 
09d4fd35e5b4c65865da4019709d5637	k__Fungi; ; ; ; ; 
4f363d5e146546fe45c9dfb50e420f5b	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Sclerotiniaceae; g__Mycopappus; s__Mycopappus_sp
52477e0a591df17e163c18053e200ed7	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Microbotryomycetes_fam_Incertae_sedis; g__Curvibasidium
f5bd4db210554b0ba89d53d2ee83173a	k__Fungi; p__Ascomycota; ; ; ; 
67f6a96fb7f8e1559e9ad550f4f77c37	k__Fungi; ; ; ; ; 
12aae6ccddf8d9c8b7a63e88b83dd5b4	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Lachnum; s__Lachnum_virgineum
72904e6483bb49c9b555493b3a8c3952	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_elongatula
4336771886acd57df2b9d3c021e72b8f	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
92aff5e407cdcce7a893583f891fc4d8	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Phenoliferia; s__Phenoliferia_glacialis
6097f62e0b2c7257d761ca518c238fee	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Lachnellula; s__Lachnellula_fuscosanguinea
0680d5e92822ce69b860101d7814a20e	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
031c9942de589271e97ff532a7360986	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Infundichalara
e18cab5759e121a0d769779c3b56c107	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mytilinidales; f__Gloniaceae; g__Glonium; s__Glonium_stellatum
53149c9489cac5dbac17ba41cfa6dcd0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; ; 
ed9e32acd7eb1929568145db6a293e44	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Melanommataceae; 
308b054b0663c270ba60dfbba0111680	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
11e7ce79f1f0cc7ad8759587feeb18a0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Hydnaceae; g__Sistotrema; s__Sistotrema_sp
efa305de53de3b8c6f48fdd02cba0e71	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha_finlandica
b125d87b7a24c85877e634e58411fae0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_elongatula
b43ad87d4c6bf76f3f850db520bf2a66	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
baa4f0112a7770ac6e911abb71900ee3	k__Fungi; ; ; ; ; 
2d19b66fe3514704d696fee4d3f932e2	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Microbotryomycetes_fam_Incertae_sedis; g__Pseudoleucosporidium; s__Pseudoleucosporidium_fasciculatum
51235a1780ee61210ea8d3844f01e4c8	k__Fungi; p__Mucoromycota; c__Umbelopsidomycetes; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis_isabellina
f00243ff4eb103185d9cd242ad60b171	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Teratosphaeriaceae; g__Teratosphaeria; s__Teratosphaeria_sp
24659fd06cd390746c846dd5ab43d3e1	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiales; f__Mniaeciaceae; g__Epithamnolia; s__Epithamnolia_sp
0bb1403134c56a50a0ee02c39d22fbb5	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__Inocybe_giacomi
2b63fde0293b5b79ebfc1ba068cd96bc	k__Fungi; p__Basidiomycota; c__Agaricomycetes; ; ; 
44609aa58f8f0c674b5e60503cee8cbf	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
23f8796386a70e40878f22ac9d6fdb9a	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Mollisiaceae; g__Phialocephala
8fa85f99612c024f180f73c2a2bcfe7c	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiales; f__Mniaeciaceae; g__Epithamnolia; s__Epithamnolia_sp
2d9d1ca69c8bac8836ab22110f2fee7f	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
e7d3e1992ade8d655260ba801fcb3864	k__Fungi; p__Ascomycota; c__Dothideomycetes; ; ; 
0bd3ebc2917ebf9fccdfa3f05a102ac9	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
74878571e0ce0c83c5f31b393c489cd2	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Gryganskiella; s__Gryganskiella_cystojenkinii
4e6518447f372e611d74da0a19ddbea5	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Phenoliferia; s__Phenoliferia_psychrophenolica
1d6e34ea2c46f4e5f0fd82438a25d41f	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
1c33b3d5f5021f4113936d460a626645	k__Fungi; p__Basidiomycota; ; ; ; 
018733d51142302c61d12b00711f5082	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Mrakiaceae; g__Tausonia; s__Tausonia_pullulans
0c68671967de3e423748949df457eb34	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
2865b7de18ce5e98185fda49aaf39543	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium
30815a51678d937bbb674df21cb0f31e	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
d76eafadf95743627619da012927b370	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiales; f__Mniaeciaceae; g__Epithamnolia; s__Epithamnolia_sp
1676a71ca977d36cc441cf1877198d7c	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Helotium; s__Helotium_sp
ba1c1dfbcefd2cf65c1b633d3d6854cf	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__Chaetothyriales_sp
9ff6cc26e38ebf989edef08bf7c045a1	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp
9dd6c87b5b362a100d4ccb4d8726a0ca	k__Fungi; ; ; ; ; 
28e1d4c1b46943613d84ed6659f54208	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
66a8a857c78aaa2868125bdb13ddcd28	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_aavae
20c5dc3dd67a96715db4ccb9b36ccf2c	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
b122fc549c31e39cef6c815eb30b3c5c	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Serendipitaceae; g__Serendipita; s__Serendipita_sp
23f4c3ced78ef4cd782bd9b66f03099e	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; 
068f22386f364b73fe5ad321e99efeee	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Entomortierella; s__Entomortierella_parvispora
bcba8e1c74045a52128ea5de7a89e887	k__Fungi; ; ; ; ; 
8c67852166e7394b5c2772108e94e4f1	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hymenogastraceae; g__Hebeloma
a8037e48b4a86f710fb39ed6b743d511	k__Fungi; ; ; ; ; 
5bef99815a11c83ee23c6d59727a4f5a	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Vishniacozyma; s__Vishniacozyma_victoriae
674779e4aa1b5fdf14f7db92edb539af	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; 
0c357dd6601704353cceadc2301d950b	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Tricholoma; s__Tricholoma_saponaceum
4e1b5aa551876ef59880719d473771ea	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha_aureliella
ccfb764f378247c1c40be2f170a695a1	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
f0407ce9bfa42f175b47b5f0cabb12ae	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Beauveria; s__Beauveria_pseudobassiana
44b67ce029e5ca42197fd4ea68c813e7	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Lipomycetaceae; g__Babjevia; s__Babjevia_anomala
2b04f1fb2fb5b653cfe0ebfde570d1c6	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Pholiota; s__Pholiota_adiposa
fa68d62d896b4be2ea2b7cce31c92951	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hamatocanthoscyphaceae; g__Xenopolyscytalum; s__Xenopolyscytalum_pinea
7ecb0a2550570d18a7324821e2475a7b	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; 
6c9e0e83a4c543acbd7f40614d317fd5	k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Rozellomycota_sp
47780dc16047b615565d22c302b6ae4c	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
807c86bdfdb5758da1f298c6ed59c4c1	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
98303bb6b6f126f68cf6d53da5950d6a	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella
e7645e44dfd99fd955145854c068f4f5	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Podila; s__Podila_verticillata
62abfb21a17f0ef5ad1988092ff8a4d0	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Gryganskiella; s__Gryganskiella_cystojenkinii
543b956b981dfcec98898aa5e77498f3	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
5bbe85db179a15c95346cb2bc048e9eb	k__Fungi; ; ; ; ; 
41f7e3e8ddbc8174c021dfce6dc63d65	k__Fungi; p__Basidiomycota; c__Agaricomycetes; ; ; 
343667fa3617e4956bf28943e7e1f1ad	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Kriegeriales; f__Kriegeriaceae; g__Phenoliferia; s__Phenoliferia_psychrophenolica
a39b3a44faff6cfaadff5a6ac669e2f5	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Calycina; s__Calycina_ellisii
77002381e1d79e0a850309316423e13d	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__unidentified; g__unidentified; s__Saccharomycetales_sp
70f04f26b12bc8bc9f276556614ec6ec	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
5e01c260052b57a69e5a1828d53c453a	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Melanommataceae; g__Pleotrichocladium; s__Pleotrichocladium_opacum
37ca01a7ee6f1d0a40947b50b9b92793	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Hydnaceae; g__Sistotrema; s__Sistotrema_sp
6d0f26bc67bde05bd42877fd66dc5b87	k__Fungi; ; ; ; ; 
e85599e6a06d2b966b45c680227f9e42	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
1bc5765c9101a6f3d6d9da7db2afa2a7	k__Fungi; ; ; ; ; 
82a39df4ea4613371fe4118483e1e22a	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
225bf2681a94fd8c1b007b4bcf232e43	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__Cladophialophora_humicola
d79899855b8b70a18c18903fc430c95e	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Lipomycetaceae; g__Babjevia; s__Babjevia_anomala
54f07360764523f441baae6c0f65cc1b	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
538d13d821cd2df2da3d8163338b037e	k__Fungi; p__Mucoromycota; c__Umbelopsidomycetes; o__Umbelopsidales; f__Umbelopsidaceae; g__Umbelopsis; s__Umbelopsis_sp
4a8d60f318c915402f5950f35c7e47eb	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
b845ae1d7c98bd01f010051903cd40c7	k__Fungi; ; ; ; ; 
e57937a7d189203b85d878c765e51847	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
9a955a40577c53eda98d67413c0e0f69	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Sporormiella; s__Sporormiella_intermedia
25a153520a43248a57a3ea70feec5ba6	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena
d56b32ab658e56972a2ae701d652f218	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius
9f71db873d5d509948301a686e0366f6	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrophorus; s__Hygrophorus_agathosmoides
b746191863982e7eabf09e15531e109d	k__Fungi; ; ; ; ; 
32575de21b1076cbc6be10f0bea80d8e	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Linnemannia
733e3469166ed913d41071a584afc2b5	k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__unidentified; g__unidentified; s__Mortierellales_sp
df80769d82f37e7395ce03b0e6c34a49	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
80ef100d6b038e41e5c8ad7818baab12	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; 
f5e7795483d97e1afcbc6fc35e6a9200	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha_aureliella
dd2cd4d6d8a04ff084961d9f5e10c512	k__Fungi; p__Ascomycota; ; ; ; 
03c6582bef4ebbfa0f6257c627a4a9ec	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
7957d41f1b235e4e4530fff7ab15ded7	k__Fungi; ; ; ; ; 
d4f6e002396563749fb2c4cf8ac9a4d4	k__Fungi; p__Ascomycota; ; ; ; 
2fd1f721907a43af10df285a6270daef	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Tylosporaceae; g__Amphinema; s__Amphinema_byssoides
6863349eb70ec6738d39db419edd85fb	k__Fungi; p__Ascomycota; c__Leotiomycetes; ; ; 
48a3125475de39ea75da992cfd5159a7	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; ; 
39456f31a3007802a7a9f62fa7e67cf0	k__Fungi; p__Ascomycota; ; ; ; 
e7faae64499653a84bf539e550bb26cc	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Hyaloscypha; s__Hyaloscypha_finlandica
80a6a230633c027f112b67959e6bd5d8	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__Chaetothyriales_sp
8a495070da2b09763d3f2a4ad3d86d98	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Tetracladium; s__Tetracladium_breve
6cf447b8cfb9a12512c19879b2579180	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria; s__Clavaria_californica
